iso_code,continent,location,date,population,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million
CYP,Europe,Cyprus,3/29/2020,896007,179,17,13.571,5,0,0.714,199.775,18.973,15.147,5.58,0,0.797,1.23,9,10.045,33,36.83,14,15.475,51,56.372
CYP,Europe,Cyprus,4/5/2020,896007,426,30,35.286,9,0,0.571,475.443,33.482,39.381,10.045,0,0.638,1.15,11,12.277,55,61.383,11,12.159,46,50.845
CYP,Europe,Cyprus,4/12/2020,896007,616,21,27.143,10,0,0.143,687.495,23.437,30.293,11.161,0,0.159,0.95,13,14.509,42,46.875,8,8.843,21,23.212
CYP,Europe,Cyprus,4/19/2020,896007,761,26,20.714,12,0,0.286,849.324,29.018,23.118,13.393,0,0.319,0.75,12,13.393,36,40.178,3,3.316,12,13.264
CYP,Europe,Cyprus,4/26/2020,896007,810,6,7,14,0,0.286,904.011,6.696,7.812,15.625,0,0.319,0.67,9,10.045,30,33.482,2,2.211,6,6.632
CYP,Europe,Cyprus,5/3/2020,896007,864,7,7.714,15,0,0.143,964.278,7.812,8.61,16.741,0,0.159,0.66,6,6.696,23,25.669,1,1.105,6,6.632
CYP,Europe,Cyprus,5/10/2020,896007,892,1,4,15,0,0,995.528,1.116,4.464,16.741,0,0,0.64,4,4.464,20,22.321,1,1.105,6,6.632
CYP,Europe,Cyprus,8/2/2020,896007,1124,10,10.143,19,0,0,1254.454,11.161,11.32,21.205,0,0,1.7,0,0,4,4.464,1,1.105,8,8.843
CYP,Europe,Cyprus,8/9/2020,896007,1233,11,15.571,19,0,0,1376.105,12.277,17.379,21.205,0,0,1.33,0,0,5,5.58,1,1.105,4,4.421
CYP,Europe,Cyprus,8/23/2020,896007,1417,11,12.143,21,0,0.143,1581.461,12.277,13.552,23.437,0,0.159,0.97,1,1.116,3,3.348,1,1.105,3,3.316
CYP,Europe,Cyprus,9/13/2020,896007,1523,3,2.286,21,0,0,1699.764,3.348,2.551,23.437,0,0,1.12,1,1.116,4,4.464,1,1.105,2,2.211
CYP,Europe,Cyprus,9/27/2020,896007,1684,13,14.857,22,0,0,1879.45,14.509,16.582,24.553,0,0,1.43,0,0,17,18.973,2,2.211,15,16.58
CYP,Europe,Cyprus,10/4/2020,896007,1811,22,18.143,22,0,0,2021.19,24.553,20.249,24.553,0,0,1.46,2,2.232,11,12.277,3,3.316,4,4.421
CYP,Europe,Cyprus,10/18/2020,896007,2379,0,56.143,25,0,0,2655.113,0,62.659,27.902,0,0,1.81,2,2.232,19,21.205,1,1.105,29,32.055
CYP,Europe,Cyprus,10/25/2020,896007,3444,130,152.143,25,0,0,3843.72,145.088,169.801,27.902,0,0,1.52,2,2.232,32,35.714,4,4.421,32,35.371
CYP,Europe,Cyprus,11/1/2020,896007,4366,149,131.714,26,1,0.143,4872.73,166.293,147.001,29.018,1.116,0.159,1.35,5,5.58,39,43.526,3,3.316,36,39.792
CYP,Europe,Cyprus,11/8/2020,896007,5871,314,215,27,1,0.143,6552.404,350.444,239.953,30.134,1.116,0.159,1.23,7,7.812,77,85.937,6,6.632,66,74.057
CYP,Europe,Cyprus,11/15/2020,896007,7051,198,168.571,39,1,1.714,7869.358,220.98,188.136,43.526,1.116,1.913,1.14,9,10.045,73,81.473,13,14.369,58,65.215
CYP,Europe,Cyprus,11/22/2020,896007,8456,245,200.714,43,0,0.571,9437.426,273.435,224.01,47.991,0,0.638,1.16,9,10.045,97,108.258,6,6.632,71,79.584
CYP,Europe,Cyprus,11/29/2020,896007,10231,248,253.571,48,0,0.714,11418.438,276.784,283.002,53.571,0,0.797,1.15,15,16.741,119,132.811,8,8.843,81,90.637
CYP,Europe,Cyprus,12/6/2020,896007,12182,369,278.714,60,2,1.714,13595.876,411.827,311.063,66.964,2.232,1.913,1.18,12,13.393,121,135.044,10,11.053,72,80.689
CYP,Europe,Cyprus,12/13/2020,896007,14801,324,374.143,79,3,2.714,16518.844,361.604,417.567,88.169,3.348,3.029,1.13,11,12.277,120,133.928,7,7.737,74,82.9
CYP,Europe,Cyprus,12/20/2020,896007,17477,419,382.286,92,2,1.857,19505.428,467.63,426.655,102.678,2.232,2.073,1.1,14,15.625,125,139.508,13,14.369,95,106.112
CYP,Europe,Cyprus,12/27/2020,896007,19392,25,273.571,114,2,3.143,21642.688,27.902,305.323,127.231,2.232,3.508,1.11,25,27.902,154,171.874,21,23.212,106,118.271
CYP,Europe,Cyprus,1/3/2021,896007,23903,627,644.429,132,2,2.571,26677.247,699.771,719.223,147.32,2.232,2.87,1.08,28,31.25,182,203.123,12,13.264,126,140.377
CYP,Europe,Cyprus,1/10/2021,896007,27469,337,509.429,150,6,2.571,30657.127,376.113,568.554,167.409,6.696,2.87,0.87,36,40.178,208,232.141,23,25.423,140,155.852
CYP,Europe,Cyprus,1/17/2021,896007,29269,202,257.143,170,1,2.857,32666.039,225.445,286.988,189.731,1.116,3.189,0.74,39,43.526,208,232.141,27,29.844,120,133.745
CYP,Europe,Cyprus,1/24/2021,896007,30345,129,153.714,186,4,2.286,33866.923,143.972,171.555,207.588,4.464,2.551,0.73,35,39.062,173,193.079,15,16.58,92,102.796
CYP,Europe,Cyprus,1/31/2021,896007,31228,113,126.143,200,0,2,34852.406,126.115,140.783,223.213,0,2.232,0.8,32,35.714,140,156.249,9,9.948,69,77.373
CYP,Europe,Cyprus,2/7/2021,896007,32156,132,132.571,214,1,2,35888.112,147.32,147.958,238.837,1.116,2.232,0.88,24,26.786,109,121.651,7,7.737,69,77.373
CYP,Europe,Cyprus,2/14/2021,896007,32902,102,106.571,225,1,1.571,36720.695,113.838,118.94,251.114,1.116,1.754,0.97,21,23.437,87,97.097,11,12.159,55,61.899
CYP,Europe,Cyprus,2/21/2021,896007,33665,107,109,234,0,1.286,37572.251,119.419,121.651,261.159,0,1.435,1.13,17,18.973,81,90.401,10,11.053,64,71.847
CYP,Europe,Cyprus,2/28/2021,896007,34936,243,181.571,236,0,0.286,38990.767,271.203,202.645,263.391,0,0.319,1.32,14,15.625,88,98.214,3,3.316,54,60.793
CYP,Europe,Cyprus,3/7/2021,896007,37251,298,330.714,237,0,0.143,41574.452,332.587,369.098,264.507,0,0.159,1.26,14,15.625,129,143.972,9,9.948,102,113.849
CYP,Europe,Cyprus,3/14/2021,896007,39953,398,386,243,0,0.857,44590.053,444.193,430.8,271.203,0,0.957,1.18,24,26.786,205,228.793,22,24.317,167,186.801
CYP,Europe,Cyprus,3/21/2021,896007,42558,407,372.143,247,1,0.571,47497.397,454.238,415.335,275.667,1.116,0.638,1.11,22,24.553,212,236.605,18,19.896,158,176.853
CYP,Europe,Cyprus,3/28/2021,896007,44981,334,346.143,255,2,1.143,50201.617,372.765,386.317,284.596,2.232,1.276,1.11,30,33.482,196,218.748,25,27.633,137,152.536
CYP,Europe,Cyprus,4/4/2021,896007,48252,404,467.286,266,0,1.571,53852.258,450.889,521.52,296.873,0,1.754,1.15,28,31.25,210,234.373,21,23.212,159,177.959
CYP,Europe,Cyprus,4/11/2021,896007,52005,446,536.143,277,4,1.571,58040.841,497.764,598.369,309.149,4.464,1.754,1.13,33,36.83,225,251.114,23,25.423,170,190.117
CYP,Europe,Cyprus,4/18/2021,896007,56377,786,624.571,295,4,2.571,62920.267,877.225,697.061,329.238,4.464,2.87,1.14,36,40.178,271,302.453,26,28.739,200,223.277
CYP,Europe,Cyprus,4/25/2021,896007,62546,895,881.286,305,1,1.429,69805.258,998.876,983.57,340.399,1.116,1.594,1.02,38,42.41,301,335.935,21,23.212,245,273.017
CYP,Europe,Cyprus,5/2/2021,896007,67449,463,700.429,320,1,2.143,75277.314,516.737,781.722,357.14,1.116,2.392,0.84,37,41.294,292,325.89,22,24.317,214,238.752
CYP,Europe,Cyprus,5/9/2021,896007,70240,397,398.714,341,2,3,78392.245,443.077,444.99,380.577,2.232,3.348,0.72,35,39.062,224,249.998,16,17.685,174,194.539
CYP,Europe,Cyprus,5/16/2021,896007,71976,157,248,353,0,1.714,80329.73,175.222,276.784,393.97,0,1.913,0.62,31,34.598,157,175.222,16,17.685,106,118.271
CYP,Europe,Cyprus,5/23/2021,896007,72913,91,133.857,361,1,1.143,81375.48,101.562,149.393,402.899,1.116,1.276,0.6,30,33.482,115,128.347,11,12.159,66,74.057
CYP,Europe,Cyprus,5/30/2021,896007,73440,56,75.286,368,0,1,81963.645,62.5,84.024,410.711,0,1.116,0.66,23,25.669,73,81.473,5,5.527,38,42.003
CYP,Europe,Cyprus,6/6/2021,896007,73872,41,61.714,371,0,0.429,82445.784,45.759,68.877,414.059,0,0.478,0.8,13,14.509,50,55.803,1,1.105,22,24.317
CYP,Europe,Cyprus,6/13/2021,896007,74279,42,58.143,381,1,1.429,82900.022,46.875,64.891,425.22,1.116,1.594,0.99,8,8.929,32,35.714,5,5.527,20,22.107
CYP,Europe,Cyprus,6/20/2021,896007,74704,62,60.714,382,0,0.143,83374.349,69.196,67.761,426.336,0,0.159,1.29,10,11.161,46,51.339,8,8.843,34,37.581
CYP,Europe,Cyprus,6/27/2021,896007,75691,226,141,382,0,0,84475.903,252.23,157.365,426.336,0,0,1.64,10,11.161,50,55.803,2,2.211,32,35.371
CYP,Europe,Cyprus,7/4/2021,896007,78953,583,466,382,0,0,88116.499,650.665,520.085,426.336,0,0,1.67,13,14.509,71,79.24,11,12.159,73,81.795
CYP,Europe,Cyprus,7/11/2021,896007,84931,960,854,388,0,0.857,94788.322,1071.42,953.118,433.032,0,0.957,1.45,14,15.625,139,155.133,9,9.948,127,141.483
CYP,Europe,Cyprus,7/18/2021,896007,91846,928,987.857,393,0,0.714,102505.896,1035.706,1102.511,438.613,0,0.797,1.21,21,23.437,218,243.302,18,19.896,180,201.171
CYP,Europe,Cyprus,7/25/2021,896007,98499,789,950.429,408,1,2.143,109931.061,880.573,1060.738,455.354,1.116,2.392,1.02,34,37.946,276,308.033,24,26.528,220,245.384
CYP,Europe,Cyprus,8/1/2021,896007,103669,742,738.571,432,2,3.429,115701.105,828.119,824.292,482.139,2.232,3.827,0.88,45,50.223,301,335.935,28,30.949,212,236.541
CYP,Europe,Cyprus,8/8/2021,896007,107316,599,521,450,1,2.571,119771.386,668.522,581.469,502.228,1.116,2.87,0.84,57,63.616,286,319.194,27,29.844,181,202.276
CYP,Europe,Cyprus,8/15/2021,896007,110430,401,444.857,473,2,3.286,123246.805,447.541,496.488,527.898,2.232,3.667,0.81,49,54.687,240,267.855,27,29.844,132,147.009
CYP,Europe,Cyprus,8/22/2021,896007,112863,311,347.571,496,2,3.286,125962.186,347.096,387.912,553.567,2.232,3.667,0.8,44,49.107,194,216.516,18,19.896,117,130.429
CYP,Europe,Cyprus,8/29/2021,896007,114792,213,275.571,518,2,3.143,128115.071,237.721,307.555,578.12,2.232,3.508,0.81,27,30.134,157,175.222,11,12.159,88,98.375
CYP,Europe,Cyprus,9/5/2021,896007,116622,295,261.429,536,2,2.571,130157.465,329.238,291.771,598.21,2.232,2.87,0.8,20,22.321,143,159.597,9,9.948,88,98.375
CYP,Europe,Cyprus,9/12/2021,896007,117832,136,172.857,551,1,2.143,131507.901,151.785,192.919,614.951,1.116,2.392,0.79,20,22.321,112,124.999,15,16.58,73,81.795
CYP,Europe,Cyprus,9/19/2021,896007,118864,140,147.429,561,2,1.429,132659.678,156.249,164.54,626.111,2.232,1.594,0.82,17,18.973,98,109.374,12,13.264,52,58.583
CYP,Europe,Cyprus,9/26/2021,896007,119690,99,118,566,2,0.714,133581.546,110.49,131.695,631.691,2.232,0.797,0.87,16,17.857,79,88.169,15,16.58,39,43.108
CYP,Europe,Cyprus,10/3/2021,896007,120416,84,103.714,569,0,0.429,134391.807,93.749,115.752,635.04,0,0.478,0.97,14,15.625,68,75.892,4,4.421,28,30.949
CYP,Europe,Cyprus,10/10/2021,896007,121271,134,122.143,573,0,0.571,135346.041,149.552,136.319,639.504,0,0.638,1.11,12,13.393,60,66.964,4,4.421,23,25.423
CYP,Europe,Cyprus,10/17/2021,896007,122264,126,141.857,578,2,0.714,136454.291,140.624,158.321,645.084,2.232,0.797,1.15,10,11.161,55,61.383,5,5.527,30,33.16
CYP,Europe,Cyprus,10/24/2021,896007,123269,97,143.571,585,1,1,137575.934,108.258,160.235,652.897,1.116,1.116,1.17,10,11.161,63,70.312,6,6.632,28,30.949
CYP,Europe,Cyprus,10/31/2021,896007,124333,155,152,592,3,1,138763.425,172.99,169.642,660.709,3.348,1.116,1.23,8,8.929,61,68.08,8,8.843,32,35.371
CYP,Europe,Cyprus,11/7/2021,896007,125815,174,211.714,594,1,0.286,140417.43,194.195,236.286,662.941,1.116,0.319,1.29,9,10.045,69,77.008,5,5.527,37,40.897
CYP,Europe,Cyprus,11/14/2021,896007,127478,218,237.571,596,0,0.286,142273.442,243.302,265.145,665.173,0,0.319,1.34,13,14.509,85,94.865,11,12.159,50,55.267
CYP,Europe,Cyprus,11/21/2021,896007,129888,255,344.286,598,1,0.286,144963.153,284.596,384.244,667.406,1.116,0.319,1.34,18,20.089,105,117.187,7,7.737,52,58.583
CYP,Europe,Cyprus,11/28/2021,896007,132937,535,435.571,600,1,0.286,148366.028,597.094,486.125,669.638,1.116,0.319,1.39,18,20.089,114,127.231,12,13.264,62,69.636
CYP,Europe,Cyprus,12/5/2021,896007,136525,428,512.571,609,2,1.286,152370.461,477.675,572.062,679.682,2.232,1.435,1.27,18,20.089,119,132.811,12,13.264,69,77.373
CYP,Europe,Cyprus,12/12/2021,896007,140458,428,561.857,616,1,1,156759.936,477.675,627.068,687.495,1.116,1.116,1.23,21,23.437,146,162.945,16,17.685,87,97.269
CYP,Europe,Cyprus,12/19/2021,896007,144713,508,607.857,627,2,1.571,161508.783,566.96,678.407,699.771,2.232,1.754,1.31,24,26.786,175,195.311,18,19.896,94,105.007
CYP,Europe,Cyprus,12/26/2021,896007,149848,268,733.571,637,1,1.429,167239.765,299.105,818.712,710.932,1.116,1.594,1.53,31,34.598,162,180.802,15,16.58,73,81.795
CYP,Europe,Cyprus,1/2/2022,896007,167479,2132,2518.714,648,0,1.571,186917.066,2379.446,2811.043,723.209,0,1.754,1.54,38,42.41,203,226.561,13,14.369,91,101.691
CYP,Europe,Cyprus,1/9/2022,896007,193202,3959,3674.714,664,4,2.286,215625.548,4418.492,4101.212,741.066,4.464,2.551,1.22,32,35.714,251,280.132,12,13.264,114,127.113
CYP,Europe,Cyprus,1/16/2022,896007,215609,2351,3201,685,1,3,240633.165,2623.863,3572.517,764.503,1.116,3.348,0.99,37,41.294,270,301.337,21,23.212,123,137.061
CYP,Europe,Cyprus,1/30/2022,896007,248362,2184,2425.714,748,4,3.429,277187.567,2437.481,2707.249,834.815,4.464,3.827,1.03,40,44.643,211,235.489,9,9.948,68,76.268
CYP,Europe,Cyprus,2/6/2022,896007,268657,2568,2899.286,761,1,1.857,299838.059,2866.049,3235.785,849.324,1.116,2.073,1.01,33,36.83,224,249.998,9,9.948,78,87.321
CYP,Europe,Cyprus,2/13/2022,896007,286888,2120,2604.429,793,5,4.571,320184.999,2366.053,2906.706,885.038,5.58,5.102,0.99,11,12.277,182,203.123,5,5.527,69,77.373
CYP,Europe,Cyprus,2/20/2022,896007,303328,1764,2348.571,836,4,6.143,338533.069,1968.735,2621.153,933.028,4.464,6.856,0.97,13,14.509,162,180.802,8,8.843,52,57.477
CYP,Europe,Cyprus,2/27/2022,896007,317676,1606,2049.714,870,4,4.857,354546.337,1792.397,2287.61,970.975,4.464,5.421,1,14,15.625,148,165.177,5,5.527,47,51.951
CYP,Europe,Cyprus,3/6/2022,896007,331508,1834,1976,890,2,2.857,369983.717,2046.859,2205.34,993.296,2.232,3.189,1.08,14,15.625,129,143.972,3,3.316,52,58.583
CYP,Europe,Cyprus,3/13/2022,896007,350688,2812,2740,914,4,3.429,391389.799,3138.368,3058.012,1020.081,4.464,3.827,1.16,5,5.58,107,119.419,1,1.105,39,43.108
CYP,Europe,Cyprus,3/20/2022,896007,373658,3347,3281.429,930,1,2.286,417025.76,3735.462,3662.28,1037.938,1.116,2.551,1.15,8,8.929,143,159.597,2,2.211,49,54.161
CYP,Europe,Cyprus,3/27/2022,896007,405544,5172,4555.143,946,2,2.286,452612.535,5772.276,5083.825,1055.795,2.232,2.551,1.05,3,3.348,173,193.079,1,1.105,66,74.057
CYP,Europe,Cyprus,4/3/2022,896007,436949,3894,4486.429,959,3,1.857,487662.485,4345.948,5007.136,1070.304,3.348,2.073,0.86,9,10.045,203,226.561,1,1.105,53,59.688
CYP,Europe,Cyprus,4/10/2022,896007,455964,1764,2716.429,975,1,2.286,508884.417,1968.735,3031.705,1088.161,1.116,2.551,0.69,9,10.045,207,231.025,4,4.421,44,48.635
CZE,Europe,Czechia,3/23/2020,10493990,1174,115,125,1,1,0.143,111.874,10.959,11.912,0.095,0.095,0.014,1.9,31,2.954,117,11.149,30,2.859,147,14.008
CZE,Europe,Czechia,3/24/2020,10493990,1301,127,130.857,1,0,0.143,123.976,12.102,12.47,0.095,0,0.014,1.85,41,3.907,135,12.865,33,3.145,138,13.15
CZE,Europe,Czechia,3/25/2020,10493990,1486,185,147,3,2,0.429,141.605,17.629,14.008,0.286,0.191,0.041,1.8,54,5.146,175,16.676,44,4.193,188,17.915
CZE,Europe,Czechia,3/26/2020,10493990,1780,294,173.286,10,7,1.429,169.621,28.016,16.513,0.953,0.667,0.136,1.74,51,4.86,205,19.535,49,4.669,231,22.013
CZE,Europe,Czechia,3/27/2020,10493990,2040,260,180.857,10,0,1.429,194.397,24.776,17.234,0.953,0,0.136,1.69,59,5.622,237,22.584,47,4.479,254,24.204
CZE,Europe,Czechia,3/28/2020,10493990,2419,379,217.143,12,2,1.714,230.513,36.116,20.692,1.144,0.191,0.163,1.62,63,6.003,271,25.824,54,5.146,283,26.968
CZE,Europe,Czechia,3/29/2020,10493990,2683,264,232,17,5,2.429,255.67,25.157,22.108,1.62,0.476,0.231,1.55,61,5.813,282,26.873,48,4.574,287,27.349
CZE,Europe,Czechia,3/30/2020,10493990,2842,159,238.286,23,6,3.143,270.822,15.152,22.707,2.192,0.572,0.299,1.48,73,6.956,294,28.016,53,5.051,285,27.158
CZE,Europe,Czechia,3/31/2020,10493990,3026,184,246.429,28,5,3.857,288.356,17.534,23.483,2.668,0.476,0.368,1.42,82,7.814,322,30.684,53,5.051,304,28.969
CZE,Europe,Czechia,4/1/2020,10493990,3334,308,264,35,7,4.571,317.706,29.35,25.157,3.335,0.667,0.436,1.35,88,8.386,345,32.876,50,4.765,297,28.302
CZE,Europe,Czechia,4/2/2020,10493990,3618,284,262.571,43,8,4.714,344.769,27.063,25.021,4.098,0.762,0.449,1.3,87,8.29,351,33.448,49,4.669,286,27.254
CZE,Europe,Czechia,4/3/2020,10493990,3886,268,263.714,49,6,5.571,370.307,25.538,25.13,4.669,0.572,0.531,1.25,94,8.958,375,35.735,54,5.146,292,27.825
CZE,Europe,Czechia,4/4/2020,10493990,4220,334,257.286,57,8,6.429,402.135,31.828,24.517,5.432,0.762,0.613,1.2,90,8.576,365,34.782,46,4.383,273,26.015
CZE,Europe,Czechia,4/5/2020,10493990,4504,284,260.143,66,9,7,429.198,27.063,24.79,6.289,0.858,0.667,1.15,91,8.672,371,35.354,46,4.383,273,26.015
CZE,Europe,Czechia,4/6/2020,10493990,4622,118,254.286,74,8,7.286,440.443,11.245,24.232,7.052,0.762,0.694,1.1,96,9.148,395,37.641,44,4.193,294,28.016
CZE,Europe,Czechia,4/7/2020,10493990,4859,237,261.857,82,8,7.714,463.027,22.584,24.953,7.814,0.762,0.735,1.05,102,9.72,413,39.356,47,4.479,297,28.302
CZE,Europe,Czechia,4/8/2020,10493990,5055,196,245.857,92,10,8.143,481.704,18.677,23.428,8.767,0.953,0.776,1.01,96,9.148,423,40.309,42,4.002,287,27.349
CZE,Europe,Czechia,4/9/2020,10493990,5349,294,247.286,107,15,9.143,509.72,28.016,23.565,10.196,1.429,0.871,0.96,94,8.958,417,39.737,41,3.907,286,27.254
CZE,Europe,Czechia,4/10/2020,10493990,5608,259,246,117,10,9.714,534.401,24.681,23.442,11.149,0.953,0.926,0.92,90,8.576,407,38.784,35,3.335,268,25.538
CZE,Europe,Czechia,4/11/2020,10493990,5771,163,221.571,128,11,10.143,549.934,15.533,21.114,12.197,1.048,0.967,0.89,94,8.958,407,38.784,39,3.716,265,25.253
CZE,Europe,Czechia,4/12/2020,10493990,5942,171,205.429,136,8,10,566.229,16.295,19.576,12.96,0.762,0.953,0.86,99,9.434,402,38.308,39,3.716,254,24.204
CZE,Europe,Czechia,4/13/2020,10493990,6031,89,201.286,146,10,10.286,574.71,8.481,19.181,13.913,0.953,0.98,0.83,93,8.862,395,37.641,30,2.859,221,21.06
CZE,Europe,Czechia,4/14/2020,10493990,6099,68,177.143,157,11,10.714,581.19,6.48,16.88,14.961,1.048,1.021,0.81,83,7.909,385,36.688,20,1.906,181,17.248
CZE,Europe,Czechia,4/15/2020,10493990,6181,82,160.857,166,9,10.571,589.004,7.814,15.329,15.819,0.858,1.007,0.8,79,7.528,370,35.258,20,1.906,168,16.009
CZE,Europe,Czechia,4/16/2020,10493990,6341,160,141.714,166,0,8.429,604.251,15.247,13.504,15.819,0,0.803,0.8,87,8.29,362,34.496,21,2.001,151,14.389
CZE,Europe,Czechia,4/17/2020,10493990,6475,134,123.857,168,2,7.286,617.02,12.769,11.803,16.009,0.191,0.694,0.79,86,8.195,355,33.829,22,2.096,152,14.484
CZE,Europe,Czechia,4/18/2020,10493990,6591,116,117.143,176,8,6.857,628.074,11.054,11.163,16.772,0.762,0.653,0.79,81,7.719,338,32.209,20,1.906,145,13.817
CZE,Europe,Czechia,4/19/2020,10493990,6696,105,107.714,180,4,6.286,638.08,10.006,10.264,17.153,0.381,0.599,0.79,84,8.005,345,32.876,22,2.096,152,14.484
CZE,Europe,Czechia,4/20/2020,10493990,6789,93,108.286,189,9,6.143,646.942,8.862,10.319,18.01,0.858,0.585,0.78,86,8.195,348,33.162,29,2.763,169,16.104
CZE,Europe,Czechia,4/21/2020,10493990,6943,154,120.571,196,7,5.571,661.617,14.675,11.49,18.677,0.667,0.531,0.76,82,7.814,365,34.782,35,3.335,206,19.63
CZE,Europe,Czechia,4/22/2020,10493990,7076,133,127.857,204,8,5.429,674.291,12.674,12.184,19.44,0.762,0.517,0.74,78,7.433,342,32.59,33,3.145,198,18.868
CZE,Europe,Czechia,4/23/2020,10493990,7175,99,119.143,206,2,5.714,683.725,9.434,11.353,19.63,0.191,0.545,0.72,75,7.147,335,31.923,31,2.954,203,19.344
CZE,Europe,Czechia,4/24/2020,10493990,7232,57,108.143,212,6,6.286,689.156,5.432,10.305,20.202,0.572,0.599,0.72,73,6.956,329,31.351,29,2.763,195,18.582
CZE,Europe,Czechia,4/25/2020,10493990,7318,86,103.857,218,6,6,697.352,8.195,9.897,20.774,0.572,0.572,0.72,69,6.575,314,29.922,27,2.573,187,17.82
CZE,Europe,Czechia,4/26/2020,10493990,7397,79,100.143,222,4,6,704.88,7.528,9.543,21.155,0.381,0.572,0.71,67,6.385,310,29.541,23,2.192,174,16.581
CZE,Europe,Czechia,4/27/2020,10493990,7449,52,94.286,224,2,5,709.835,4.955,8.985,21.346,0.191,0.476,0.71,68,6.48,309,29.445,18,1.715,158,15.056
CZE,Europe,Czechia,4/28/2020,10493990,7490,41,78.143,225,1,4.143,713.742,3.907,7.446,21.441,0.095,0.395,0.71,61,5.813,305,29.064,12,1.144,128,12.197
CZE,Europe,Czechia,4/29/2020,10493990,7550,60,67.714,229,4,3.571,719.459,5.718,6.453,21.822,0.381,0.34,0.72,60,5.718,286,27.254,11,1.048,116,11.054
CZE,Europe,Czechia,4/30/2020,10493990,7625,75,64.286,234,5,4,726.606,7.147,6.126,22.298,0.476,0.381,0.72,52,4.955,273,26.015,9,0.858,109,10.387
CZE,Europe,Czechia,5/1/2020,10493990,7734,109,71.714,242,8,4.286,736.993,10.387,6.834,23.061,0.762,0.408,0.72,46,4.383,244,23.251,9,0.858,95,9.053
CZE,Europe,Czechia,5/2/2020,10493990,7791,57,67.571,250,8,4.571,742.425,5.432,6.439,23.823,0.762,0.436,0.73,47,4.479,233,22.203,10,0.953,94,8.958
CZE,Europe,Czechia,5/3/2020,10493990,7809,18,58.857,251,1,4.143,744.14,1.715,5.609,23.918,0.095,0.395,0.74,45,4.288,232,22.108,8,0.762,88,8.386
CZE,Europe,Czechia,5/4/2020,10493990,7835,26,55.143,254,3,4.286,746.618,2.478,5.255,24.204,0.286,0.408,0.76,47,4.479,236,22.489,9,0.858,93,8.862
CZE,Europe,Czechia,5/5/2020,10493990,7874,39,54.857,259,5,4.857,750.334,3.716,5.227,24.681,0.476,0.463,0.78,37,3.526,223,21.25,9,0.858,87,8.29
CZE,Europe,Czechia,5/6/2020,10493990,7951,77,57.286,262,3,4.714,757.672,7.338,5.459,24.967,0.286,0.449,0.79,35,3.335,209,19.916,8,0.762,89,8.481
CZE,Europe,Czechia,5/7/2020,10493990,8030,79,57.857,265,3,4.429,765.2,7.528,5.513,25.253,0.286,0.422,0.8,36,3.431,191,18.201,10,0.953,79,7.528
CZE,Europe,Czechia,5/8/2020,10493990,8089,59,50.714,269,4,3.857,770.822,5.622,4.833,25.634,0.381,0.368,0.81,40,3.812,185,17.629,12,1.144,81,7.719
CZE,Europe,Czechia,5/9/2020,10493990,8135,46,49.143,274,5,3.429,775.206,4.383,4.683,26.11,0.476,0.327,0.82,34,3.24,173,16.486,10,0.953,77,7.338
CZE,Europe,Czechia,5/10/2020,10493990,8153,18,49.143,277,3,3.714,776.921,1.715,4.683,26.396,0.286,0.354,0.84,34,3.24,167,15.914,11,1.048,76,7.242
CZE,Europe,Czechia,5/11/2020,10493990,8181,28,49.429,280,3,3.714,779.589,2.668,4.71,26.682,0.286,0.354,0.87,35,3.335,167,15.914,9,0.858,62,5.908
CZE,Europe,Czechia,5/12/2020,10493990,8239,58,52.143,282,2,3.286,785.116,5.527,4.969,26.873,0.191,0.313,0.89,32,3.049,157,14.961,11,1.048,61,5.813
CZE,Europe,Czechia,5/13/2020,10493990,8285,46,47.714,285,3,3.286,789.5,4.383,4.547,27.158,0.286,0.313,0.91,29,2.763,147,14.008,13,1.239,62,5.908
CZE,Europe,Czechia,5/14/2020,10493990,8337,52,43.857,289,4,3.429,794.455,4.955,4.179,27.54,0.381,0.327,0.94,29,2.763,128,12.197,10,0.953,56,5.336
CZE,Europe,Czechia,5/15/2020,10493990,8419,82,47.143,292,3,3.286,802.269,7.814,4.492,27.825,0.286,0.313,0.95,29,2.763,118,11.245,7,0.667,47,4.479
CZE,Europe,Czechia,5/16/2020,10493990,8474,55,48.429,294,2,2.857,807.51,5.241,4.615,28.016,0.191,0.272,0.97,28,2.668,112,10.673,9,0.858,44,4.193
CZE,Europe,Czechia,5/17/2020,10493990,8525,51,53.143,295,1,2.571,812.37,4.86,5.064,28.111,0.095,0.245,0.98,28,2.668,110,10.482,8,0.762,48,4.574
CZE,Europe,Czechia,5/18/2020,10493990,8545,20,52,297,2,2.429,814.276,1.906,4.955,28.302,0.191,0.231,1.01,29,2.763,115,10.959,11,1.048,54,5.146
CZE,Europe,Czechia,5/19/2020,10493990,8660,115,60.143,300,3,2.571,825.234,10.959,5.731,28.588,0.286,0.245,1,26,2.478,109,10.387,9,0.858,47,4.479
