iso_code,continent,location,date,population,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million
CZE,Europe,Czechia,4/5/2022,10493990,4103303,7871,6742.714,39880,23,20.857,391014.571,750.048,642.531,3800.27,2.192,1.988,0.8,167,15.914,1833,174.671,122,11.626,1768,168.477
CZE,Europe,Czechia,4/6/2022,10493990,4111289,7986,6369.714,39910,30,21,391775.578,761.007,606.987,3803.129,2.859,2.001,0.79,166,15.819,1741,165.904,128,12.197,1771,168.763
CZE,Europe,Czechia,4/7/2022,10493990,4117684,6395,6031.714,39937,27,21.429,392384.975,609.396,574.778,3805.702,2.573,2.042,0.78,157,14.961,1634,155.708,130,12.388,1707,162.665
CZE,Europe,Czechia,4/8/2022,10493990,4123603,5919,5764.857,39967,30,23.429,392949.012,564.037,549.348,3808.561,2.859,2.233,0.78,147,14.008,1556,148.275,124,11.816,1663,158.472
CZE,Europe,Czechia,4/9/2022,10493990,4128559,4956,5454.571,39988,21,24.429,393421.282,472.27,519.781,3810.562,2.001,2.328,0.77,127,12.102,1349,128.55,128,12.197,1625,154.851
CZE,Europe,Czechia,4/10/2022,10493990,4131227,2668,5397.286,40010,22,24.571,393675.523,254.241,514.322,3812.658,2.096,2.341,0.77,125,11.912,1362,129.789,125,11.912,1627,155.041
CZE,Europe,Czechia,4/11/2022,10493990,4132845,1618,5344.714,40024,14,23.857,393829.706,154.183,509.312,3813.993,1.334,2.273,0.77,133,12.674,1515,144.368,131,12.483,1520,144.845
CZE,Europe,Czechia,4/12/2022,10493990,4138570,5725,5038.143,40042,18,23.143,394375.257,545.55,480.098,3815.708,1.715,2.205,0.77,128,12.197,1460,139.127,120,11.435,1445,137.698
CZE,Europe,Czechia,4/13/2022,10493990,4143410,4840,4588.714,40052,10,20.286,394836.473,461.216,437.271,3816.661,0.953,1.933,0.76,133,12.674,1369,130.456,111,10.577,1375,131.027
CZE,Europe,Czechia,4/14/2022,10493990,4147500,4090,4259.429,40065,13,18.286,395226.22,389.747,405.892,3817.9,1.239,1.742,0.75,126,12.007,1280,121.975,103,9.815,1371,130.646
CZE,Europe,Czechia,4/15/2022,10493990,4151464,3964,3980.143,40078,13,15.857,395603.96,377.74,379.278,3819.138,1.239,1.511,0.74,106,10.101,1022,97.389,97,9.243,1236,117.782
CZE,Europe,Czechia,4/16/2022,10493990,4152919,1455,3480,40089,11,14.429,395742.611,138.651,331.618,3820.187,1.048,1.375,0.72,106,10.101,999,95.197,92,8.767,1178,112.255
CZE,Europe,Czechia,4/17/2022,10493990,4154243,1324,3288,40102,13,13.143,395868.778,126.167,313.322,3821.425,1.239,1.252,0.71,107,10.196,987,94.054,89,8.481,1135,108.157
CZE,Europe,Czechia,4/18/2022,10493990,4155123,880,3182.571,40110,8,12.286,395952.636,83.858,303.276,3822.188,0.762,1.171,0.7,106,10.101,1012,96.436,76,7.242,1010,96.246
CZE,Europe,Czechia,4/19/2022,10493990,4156162,1039,2513.143,40126,16,12,396051.645,99.009,239.484,3823.712,1.525,1.144,0.7,106,10.101,1215,115.781,77,7.338,1098,104.631
CZE,Europe,Czechia,4/20/2022,10493990,4160466,4304,2436.571,40141,15,12.714,396461.784,410.14,232.187,3825.142,1.429,1.212,0.7,100,9.529,1139,108.538,75,7.147,1033,98.437
CZE,Europe,Czechia,4/21/2022,10493990,4164555,4089,2436.429,40159,18,13.429,396851.436,389.652,232.174,3826.857,1.715,1.28,0.69,99,9.434,1084,103.297,77,7.338,1014,96.627
CZE,Europe,Czechia,4/22/2022,10493990,4167133,2578,2238.429,40173,14,13.571,397097.1,245.664,213.306,3828.191,1.334,1.293,0.69,87,8.29,989,94.244,83,7.909,1071,102.058
CZE,Europe,Czechia,4/23/2022,10493990,4169674,2541,2393.571,40184,11,13.571,397339.239,242.139,228.09,3829.239,1.048,1.293,0.68,78,7.433,853,81.285,78,7.433,1050,100.057
CZE,Europe,Czechia,4/24/2022,10493990,4170763,1089,2360,40193,9,13,397443.013,103.774,224.891,3830.097,0.858,1.239,0.68,78,7.433,852,81.189,76,7.242,1029,98.056
CZE,Europe,Czechia,4/25/2022,10493990,4171476,713,2336.143,40201,8,13,397510.956,67.944,222.617,3830.859,0.762,1.239,0.67,77,7.338,961,91.576,76,7.242,1080,102.916
CZE,Europe,Czechia,4/26/2022,10493990,4174192,2716,2575.714,40213,12,12.429,397769.771,258.815,245.447,3832.003,1.144,1.184,0.66,75,7.147,980,93.387,68,6.48,941,89.67
CZE,Europe,Czechia,4/27/2022,10493990,4176632,2440,2309.429,40223,10,11.714,398002.285,232.514,220.072,3832.956,0.953,1.116,0.66,62,5.908,920,87.669,60,5.718,876,83.476
CZE,Europe,Czechia,4/28/2022,10493990,4178602,1970,2006.714,40238,15,11.286,398190.012,187.726,191.225,3834.385,1.429,1.075,0.65,55,5.241,878,83.667,51,4.86,820,78.14
CZE,Europe,Czechia,4/29/2022,10493990,4180481,1879,1906.857,40250,12,11,398369.066,179.055,181.709,3835.529,1.144,1.048,0.65,53,5.051,795,75.758,44,4.193,799,76.139
CZE,Europe,Czechia,4/30/2022,10493990,4182163,1682,1784.143,40261,11,11,398529.349,160.282,170.016,3836.577,1.048,1.048,0.64,57,5.432,672,64.037,44,4.193,802,76.425
CZE,Europe,Czechia,5/1/2022,10493990,4182910,747,1735.286,40270,9,11,398600.532,71.184,165.36,3837.435,0.858,1.048,0.64,56,5.336,646,61.559,41,3.907,787,74.995
CZE,Europe,Czechia,5/2/2022,10493990,4183389,479,1701.857,40279,9,11.143,398646.177,45.645,162.174,3838.292,0.858,1.062,0.64,53,5.051,710,67.658,39,3.716,718,68.42
CZE,Europe,Czechia,5/3/2022,10493990,4185416,2027,1603.429,40286,7,10.429,398839.336,193.158,152.795,3838.959,0.667,0.994,0.62,56,5.336,679,64.704,37,3.526,646,61.559
CZE,Europe,Czechia,5/4/2022,10493990,4187066,1650,1490.571,40292,6,9.857,398996.569,157.233,142.04,3839.531,0.572,0.939,0.61,49,4.669,602,57.366,36,3.431,627,59.748
CZE,Europe,Czechia,5/5/2022,10493990,4188502,1436,1414.286,40299,7,8.714,399133.409,136.84,134.771,3840.198,0.667,0.83,0.6,44,4.193,537,51.172,34,3.24,587,55.937
CZE,Europe,Czechia,5/6/2022,10493990,4189643,1141,1308.857,40312,13,8.857,399242.138,108.729,124.724,3841.437,1.239,0.844,0.6,40,3.812,493,46.979,33,3.145,534,50.886
CZE,Europe,Czechia,5/7/2022,10493990,4190627,984,1209.143,40321,9,8.571,399335.906,93.768,115.222,3842.294,0.858,0.817,0.59,40,3.812,409,38.975,30,2.859,501,47.742
CZE,Europe,Czechia,5/8/2022,10493990,4190921,294,1144.429,40327,6,8.143,399363.922,28.016,109.056,3842.866,0.572,0.776,0.58,40,3.812,411,39.165,33,3.145,492,46.884
CZE,Europe,Czechia,5/9/2022,10493990,4191070,149,1097.286,40332,5,7.571,399378.12,14.199,104.563,3843.343,0.476,0.722,0.58,42,4.002,444,42.31,34,3.24,451,42.977
CZE,Europe,Czechia,5/10/2022,10493990,4192131,1061,959.286,40336,4,7.143,399479.226,101.105,91.413,3843.724,0.381,0.681,0.58,40,3.812,394,37.545,37,3.526,401,38.212
CZE,Europe,Czechia,5/11/2022,10493990,4193035,904,852.714,40340,4,6.857,399565.37,86.145,81.257,3844.105,0.381,0.653,0.57,36,3.431,351,33.448,36,3.431,368,35.068
CZE,Europe,Czechia,5/12/2022,10493990,4193751,716,749.857,40346,6,6.714,399633.6,68.23,71.456,3844.677,0.572,0.64,0.58,34,3.24,316,30.112,33,3.145,319,30.398
CZE,Europe,Czechia,5/13/2022,10493990,4194394,643,678.714,40348,2,5.143,399694.873,61.273,64.676,3844.867,0.191,0.49,0.57,26,2.478,284,27.063,34,3.24,285,27.158
CZE,Europe,Czechia,5/14/2022,10493990,4194968,574,620.143,40350,2,4.143,399749.571,54.698,59.095,3845.058,0.191,0.395,0.57,25,2.382,229,21.822,33,3.145,285,27.158
CZE,Europe,Czechia,5/15/2022,10493990,4195140,172,602.714,40352,2,3.571,399765.961,16.39,57.434,3845.249,0.191,0.34,0.57,25,2.382,228,21.727,28,2.668,262,24.967
CZE,Europe,Czechia,5/16/2022,10493990,4195223,83,593.286,40355,3,3.286,399773.871,7.909,56.536,3845.534,0.286,0.313,0.57,24,2.287,246,23.442,22,2.096,237,22.584
CZE,Europe,Czechia,5/17/2022,10493990,4195860,637,532.714,40355,0,2.714,399834.572,60.701,50.764,3845.534,0,0.259,0.56,21,2.001,230,21.917,13,1.239,229,21.822
CZE,Europe,Czechia,5/18/2022,10493990,4196458,598,489,40357,2,2.429,399891.557,56.985,46.598,3845.725,0.191,0.231,0.56,17,1.62,219,20.869,11,1.048,220,20.964
CZE,Europe,Czechia,5/19/2022,10493990,4196883,425,447.429,40360,3,2,399932.056,40.499,42.637,3846.011,0.286,0.191,0.56,16,1.525,215,20.488,11,1.048,228,21.727
CZE,Europe,Czechia,5/20/2022,10493990,4197317,434,417.571,40361,1,1.857,399973.413,41.357,39.791,3846.106,0.095,0.177,0.56,19,1.811,212,20.202,11,1.048,242,23.061
CZE,Europe,Czechia,5/21/2022,10493990,4197722,405,393.429,40366,5,2.286,400012.007,38.594,37.491,3846.583,0.476,0.218,0.57,19,1.811,181,17.248,13,1.239,226,21.536
CZE,Europe,Czechia,5/22/2022,10493990,4197826,104,383.714,40367,1,2.143,400021.917,9.91,36.565,3846.678,0.095,0.204,0.57,20,1.906,177,16.867,15,1.429,220,20.964
CZE,Europe,Czechia,5/23/2022,10493990,4197899,73,382.286,40367,0,1.714,400028.874,6.956,36.429,3846.678,0,0.163,0.58,25,2.382,194,18.487,18,1.715,207,19.726
CZE,Europe,Czechia,5/24/2022,10493990,4198378,479,359.714,40371,4,2.286,400074.519,45.645,34.278,3847.059,0.381,0.218,0.58,27,2.573,171,16.295,20,1.906,180,17.153
CZE,Europe,Czechia,5/25/2022,10493990,4198620,242,308.857,40373,2,2.286,400097.58,23.061,29.432,3847.25,0.191,0.218,0.6,23,2.192,150,14.294,22,2.096,172,16.39
CZE,Europe,Czechia,5/26/2022,10493990,4199047,427,309.143,40375,2,2.143,400138.27,40.69,29.459,3847.44,0.191,0.204,0.61,16,1.525,152,14.484,21,2.001,161,15.342
CZE,Europe,Czechia,5/27/2022,10493990,4199346,299,289.857,40375,0,2,400166.762,28.492,27.621,3847.44,0,0.191,0.63,18,1.715,139,13.246,18,1.715,133,12.674
CZE,Europe,Czechia,5/28/2022,10493990,4199651,305,275.571,40377,2,1.571,400195.826,29.064,26.26,3847.631,0.191,0.15,0.66,18,1.715,115,10.959,17,1.62,135,12.865
CZE,Europe,Czechia,5/29/2022,10493990,4199722,71,270.857,40378,1,1.571,400202.592,6.766,25.811,3847.726,0.095,0.15,0.69,18,1.715,118,11.245,14,1.334,134,12.769
CZE,Europe,Czechia,5/30/2022,10493990,4199755,33,265.143,40379,1,1.714,400205.737,3.145,25.266,3847.821,0.095,0.163,0.71,22,2.096,129,12.293,13,1.239,130,12.388
CZE,Europe,Czechia,5/31/2022,10493990,4200139,384,251.571,40381,2,1.429,400242.329,36.592,23.973,3848.012,0.191,0.136,0.74,23,2.192,131,12.483,15,1.429,133,12.674
CZE,Europe,Czechia,6/1/2022,10493990,4200476,337,265.143,40382,1,1.286,400274.443,32.114,25.266,3848.107,0.095,0.123,0.76,23,2.192,132,12.579,14,1.334,126,12.007
CZE,Europe,Czechia,6/2/2022,10493990,4200769,293,246,40382,0,1,400302.364,27.921,23.442,3848.107,0,0.095,0.79,19,1.811,109,10.387,14,1.334,109,10.387
CZE,Europe,Czechia,6/3/2022,10493990,4200976,207,232.857,40384,2,1.286,400322.089,19.726,22.19,3848.298,0.191,0.123,0.83,18,1.715,117,11.149,14,1.334,126,12.007
CZE,Europe,Czechia,6/4/2022,10493990,4201329,353,239.714,40385,1,1.143,400355.727,33.638,22.843,3848.393,0.095,0.109,0.87,16,1.525,100,9.529,12,1.144,118,11.245
CZE,Europe,Czechia,6/5/2022,10493990,4201428,99,243.714,40385,0,1,400365.161,9.434,23.224,3848.393,0,0.095,0.91,16,1.525,101,9.625,12,1.144,115,10.959
CZE,Europe,Czechia,6/6/2022,10493990,4201464,36,244.143,40385,0,0.857,400368.592,3.431,23.265,3848.393,0,0.082,0.95,17,1.62,117,11.149,11,1.048,114,10.863
CZE,Europe,Czechia,6/7/2022,10493990,4201961,497,260.286,40386,1,0.714,400415.952,47.36,24.803,3848.489,0.095,0.068,0.98,16,1.525,111,10.577,10,0.953,113,10.768
CZE,Europe,Czechia,6/8/2022,10493990,4202296,335,260,40387,1,0.714,400447.875,31.923,24.776,3848.584,0.095,0.068,1.01,13,1.239,107,10.196,8,0.762,107,10.196
CZE,Europe,Czechia,6/9/2022,10493990,4202834,538,295,40390,3,1.143,400499.143,51.267,28.111,3848.87,0.286,0.109,1.07,12,1.144,110,10.482,10,0.953,129,12.293
CZE,Europe,Czechia,6/10/2022,10493990,4203186,352,315.714,40390,0,0.857,400532.686,33.543,30.085,3848.87,0,0.082,1.12,9,0.858,111,10.577,9,0.858,116,11.054
CZE,Europe,Czechia,6/11/2022,10493990,4203588,402,322.714,40391,1,0.857,400570.993,38.308,30.752,3848.965,0.095,0.082,1.14,12,1.144,99,9.434,9,0.858,121,11.53
CZE,Europe,Czechia,6/12/2022,10493990,4203703,115,325,40393,2,1.143,400581.952,10.959,30.97,3849.156,0.191,0.109,1.16,10,0.953,98,9.339,9,0.858,119,11.34
CZE,Europe,Czechia,6/13/2022,10493990,4203777,74,330.429,40393,0,1.143,400589.004,7.052,31.487,3849.156,0,0.109,1.18,11,1.048,108,10.292,9,0.858,115,10.959
CZE,Europe,Czechia,6/14/2022,10493990,4204356,579,342.143,40393,0,1,400644.178,55.174,32.604,3849.156,0,0.095,1.2,10,0.953,113,10.768,8,0.762,124,11.816
CZE,Europe,Czechia,6/15/2022,10493990,4204939,583,377.571,40393,0,0.857,400699.734,55.556,35.98,3849.156,0,0.082,1.21,9,0.858,107,10.196,10,0.953,124,11.816
CZE,Europe,Czechia,6/16/2022,10493990,4205466,527,376,40393,0,0.429,400749.953,50.219,35.83,3849.156,0,0.041,1.22,10,0.953,117,11.149,8,0.762,121,11.53
CZE,Europe,Czechia,6/17/2022,10493990,4205925,459,391.286,40396,3,0.857,400793.692,43.739,37.287,3849.441,0.286,0.082,1.24,7,0.667,112,10.673,9,0.858,127,12.102
CZE,Europe,Czechia,6/18/2022,10493990,4206488,563,414.286,40397,1,0.857,400847.342,53.65,39.478,3849.537,0.095,0.082,1.26,5,0.476,88,8.386,8,0.762,120,11.435
CZE,Europe,Czechia,6/19/2022,10493990,4206648,160,420.714,40397,0,0.571,400862.589,15.247,40.091,3849.537,0,0.054,1.29,5,0.476,102,9.72,8,0.762,133,12.674
CZE,Europe,Czechia,6/20/2022,10493990,4206737,89,422.857,40398,1,0.714,400871.07,8.481,40.295,3849.632,0.095,0.068,1.32,3,0.286,120,11.435,5,0.476,141,13.436
CZE,Europe,Czechia,6/21/2022,10493990,4207491,754,447.857,40398,0,0.714,400942.921,71.851,42.677,3849.632,0,0.068,1.35,6,0.572,123,11.721,4,0.381,145,13.817
CZE,Europe,Czechia,6/22/2022,10493990,4208250,759,473,40399,1,0.857,401015.248,72.327,45.073,3849.727,0.095,0.082,1.37,7,0.667,126,12.007,2,0.191,152,14.484
CZE,Europe,Czechia,6/23/2022,10493990,4209105,855,519.857,40399,0,0.857,401096.723,81.475,49.539,3849.727,0,0.082,1.38,7,0.667,140,13.341,3,0.286,155,14.77
CZE,Europe,Czechia,6/24/2022,10493990,4210060,955,590.714,40400,1,0.571,401187.727,91.004,56.291,3849.823,0.095,0.054,1.39,8,0.762,140,13.341,6,0.572,156,14.866
CZE,Europe,Czechia,6/25/2022,10493990,4211002,942,644.857,40400,0,0.429,401277.493,89.766,61.45,3849.823,0,0.041,1.4,7,0.667,115,10.959,6,0.572,167,15.914
CZE,Europe,Czechia,6/26/2022,10493990,4211293,291,663.571,40400,0,0.429,401305.223,27.73,63.233,3849.823,0,0.041,1.41,7,0.667,135,12.865,8,0.762,175,16.676
CZE,Europe,Czechia,6/27/2022,10493990,4211432,139,670.714,40400,0,0.286,401318.469,13.246,63.914,3849.823,0,0.027,1.43,10,0.953,182,17.343,11,1.048,215,20.488
CZE,Europe,Czechia,6/28/2022,10493990,4213034,1602,791.857,40401,1,0.429,401471.128,152.659,75.458,3849.918,0.095,0.041,1.43,7,0.667,196,18.677,10,0.953,241,22.966
CZE,Europe,Czechia,6/29/2022,10493990,4214570,1536,902.857,40404,3,0.714,401617.497,146.369,86.036,3850.204,0.286,0.068,1.42,11,1.048,216,20.583,15,1.429,269,25.634
CZE,Europe,Czechia,6/30/2022,10493990,4216061,1491,993.714,40404,0,0.714,401759.579,142.081,94.694,3850.204,0,0.068,1.4,10,0.953,224,21.346,15,1.429,291,27.73
CZE,Europe,Czechia,7/1/2022,10493990,4217370,1309,1044.286,40408,4,1.143,401884.317,124.738,99.513,3850.585,0.381,0.109,1.38,12,1.144,243,23.156,15,1.429,318,30.303
CZE,Europe,Czechia,7/2/2022,10493990,4219052,1682,1150,40409,1,1.286,402044.599,160.282,109.587,3850.68,0.095,0.123,1.36,14,1.334,227,21.631,16,1.525,340,32.399
CZE,Europe,Czechia,7/3/2022,10493990,4219536,484,1177.571,40410,1,1.429,402090.72,46.122,112.214,3850.776,0.095,0.136,1.34,18,1.715,243,23.156,19,1.811,339,32.304
CZE,Europe,Czechia,7/4/2022,10493990,4219729,193,1185.286,40414,4,2,402109.112,18.391,112.949,3851.157,0.381,0.191,1.32,22,2.096,295,28.111,21,2.001,347,33.067
CZE,Europe,Czechia,7/5/2022,10493990,4221437,1708,1200.429,40417,3,2.286,402271.872,162.76,114.392,3851.443,0.286,0.218,1.32,23,2.192,272,25.92,22,2.096,326,31.065
CZE,Europe,Czechia,7/6/2022,10493990,4222116,679,1078,40421,4,2.429,402336.576,64.704,102.725,3851.824,0.381,0.231,1.32,23,2.192,268,25.538,20,1.906,315,30.017
CZE,Europe,Czechia,7/7/2022,10493990,4222398,282,905.286,40424,3,2.857,402363.448,26.873,86.267,3852.11,0.286,0.272,1.36,30,2.859,324,30.875,27,2.573,347,33.067
CZE,Europe,Czechia,7/8/2022,10493990,4224452,2054,1011.714,40427,3,2.714,402559.179,195.731,96.409,3852.396,0.286,0.259,1.39,29,2.763,319,30.398,25,2.382,368,35.068
CZE,Europe,Czechia,7/9/2022,10493990,4226896,2444,1120.571,40428,1,2.714,402792.074,232.895,106.782,3852.491,0.095,0.259,1.4,28,2.668,272,25.92,24,2.287,366,34.877
CZE,Europe,Czechia,7/10/2022,10493990,4227514,618,1139.714,40430,2,2.857,402850.965,58.891,108.606,3852.681,0.191,0.272,1.42,29,2.763,288,27.444,25,2.382,376,35.83
CZE,Europe,Czechia,7/11/2022,10493990,4227820,306,1155.857,40431,1,2.429,402880.125,29.16,110.145,3852.777,0.095,0.231,1.43,28,2.668,374,35.639,25,2.382,413,39.356
CZE,Europe,Czechia,7/12/2022,10493990,4230573,2753,1305.143,40434,3,2.429,403142.465,262.341,124.371,3853.063,0.286,0.231,1.44,33,3.145,433,41.262,31,2.954,515,49.076
CZE,Europe,Czechia,7/13/2022,10493990,4233237,2664,1588.714,40438,4,2.429,403396.325,253.86,151.393,3853.444,0.381,0.231,1.47,33,3.145,437,41.643,33,3.145,569,54.222
CZE,Europe,Czechia,7/14/2022,10493990,4235900,2663,1928.857,40438,0,2,403650.089,253.764,183.806,3853.444,0,0.191,1.45,34,3.24,484,46.122,30,2.859,607,57.843
CZE,Europe,Czechia,7/15/2022,10493990,4238289,2389,1976.714,40440,2,1.857,403877.743,227.654,188.366,3853.634,0.191,0.177,1.43,42,4.002,541,51.553,45,4.288,691,65.847
CZE,Europe,Czechia,7/16/2022,10493990,4241412,3123,2073.714,40445,5,2.429,404175.342,297.599,197.61,3854.111,0.476,0.231,1.42,42,4.002,518,49.362,50,4.765,730,69.564
CZE,Europe,Czechia,7/17/2022,10493990,4242189,777,2096.429,40452,7,3.143,404249.385,74.042,199.774,3854.778,0.667,0.299,1.4,43,4.098,562,53.554,46,4.383,777,74.042
CZE,Europe,Czechia,7/18/2022,10493990,4242532,343,2101.714,40456,4,3.571,404282.07,32.685,200.278,3855.159,0.381,0.34,1.4,44,4.193,684,65.18,51,4.86,837,79.76
CZE,Europe,Czechia,7/19/2022,10493990,4246450,3918,2268.143,40459,3,3.571,404655.427,373.357,216.137,3855.445,0.286,0.34,1.39,48,4.574,734,69.945,59,5.622,860,81.952
CZE,Europe,Czechia,7/20/2022,10493990,4250841,4391,2514.857,40462,3,3.429,405073.857,418.43,239.647,3855.731,0.286,0.327,1.36,55,5.241,797,75.948,62,5.908,967,92.148
CZE,Europe,Czechia,7/21/2022,10493990,4254666,3825,2680.857,40469,7,4.429,405438.351,364.494,255.466,3856.398,0.667,0.422,1.34,62,5.908,856,81.57,70,6.67,1051,100.153
CZE,Europe,Czechia,7/22/2022,10493990,4258353,3687,2866.286,40475,6,5,405789.695,351.344,273.136,3856.97,0.572,0.476,1.32,69,6.575,954,90.909,74,7.052,1172,111.683
CZE,Europe,Czechia,7/23/2022,10493990,4262298,3945,2983.714,40483,8,5.429,406165.624,375.929,284.326,3857.732,0.762,0.517,1.29,72,6.861,892,85.001,82,7.814,1234,117.591
CZE,Europe,Czechia,7/24/2022,10493990,4263597,1299,3058.286,40495,12,6.143,406289.409,123.785,291.432,3858.875,1.144,0.585,1.29,83,7.909,961,91.576,90,8.576,1299,123.785
CZE,Europe,Czechia,7/25/2022,10493990,4264069,472,3076.714,40502,7,6.571,406334.388,44.978,293.188,3859.542,0.667,0.626,1.27,88,8.386,1186,113.017,99,9.434,1445,137.698
CZE,Europe,Czechia,7/26/2022,10493990,4269200,5131,3250,40513,11,7.714,406823.334,488.947,309.701,3860.591,1.048,0.735,1.28,91,8.672,1253,119.402,100,9.529,1557,148.371
CZE,Europe,Czechia,7/27/2022,10493990,4273901,4701,3294.286,40528,15,9.429,407271.305,447.971,313.921,3862.02,1.429,0.898,1.24,88,8.386,1287,122.642,106,10.101,1587,151.229
CZE,Europe,Czechia,7/28/2022,10493990,4278008,4107,3334.571,40541,13,10.286,407662.672,391.367,317.76,3863.259,1.239,0.98,1.2,83,7.909,1318,125.596,107,10.196,1640,156.28
CZE,Europe,Czechia,7/29/2022,10493990,4281527,3519,3310.571,40559,18,12,407998.006,335.335,315.473,3864.974,1.715,1.144,1.17,82,7.814,1302,124.071,95,9.053,1563,148.942
CZE,Europe,Czechia,7/30/2022,10493990,4285419,3892,3303,40574,15,13,408368.885,370.879,314.752,3866.404,1.429,1.239,1.16,80,7.623,1167,111.207,91,8.672,1553,147.989
CZE,Europe,Czechia,7/31/2022,10493990,4286305,886,3244,40581,7,12.286,408453.315,84.429,309.129,3867.071,0.667,1.171,1.13,92,8.767,1192,113.589,91,8.672,1540,146.751
CZE,Europe,Czechia,8/1/2022,10493990,4286749,444,3240,40606,25,14.857,408495.625,42.31,308.748,3869.453,2.382,1.416,1.1,99,9.434,1373,130.837,90,8.576,1520,144.845
CZE,Europe,Czechia,8/2/2022,10493990,4291561,4812,3194.429,40619,13,15.143,408954.173,458.548,304.406,3870.692,1.239,1.443,1.08,91,8.672,1351,128.74,86,8.195,1472,140.271
CZE,Europe,Czechia,8/3/2022,10493990,4295867,4306,3138,40637,18,15.571,409364.503,410.33,299.028,3872.407,1.715,1.484,1.06,93,8.862,1298,123.69,83,7.909,1442,137.412
CZE,Europe,Czechia,8/4/2022,10493990,4299571,3704,3080.429,40646,9,15,409717.467,352.964,293.542,3873.265,0.858,1.429,1.05,82,7.814,1311,124.929,75,7.147,1407,134.077
CZE,Europe,Czechia,8/5/2022,10493990,4302626,3055,3014.143,40661,15,14.571,410008.586,291.119,287.226,3874.694,1.429,1.389,1.04,81,7.719,1261,120.164,78,7.433,1457,138.841
CZE,Europe,Czechia,8/6/2022,10493990,4306084,3458,2952.143,40671,10,13.857,410338.108,329.522,281.317,3875.647,0.953,1.32,1.02,81,7.719,1090,103.869,75,7.147,1450,138.174
CZE,Europe,Czechia,8/7/2022,10493990,4306856,772,2935.857,40683,12,14.571,410411.674,73.566,279.766,3876.79,1.144,1.389,1.01,87,8.29,1111,105.87,72,6.861,1440,137.221
CZE,Europe,Czechia,8/8/2022,10493990,4307232,376,2926.143,40695,12,12.714,410447.504,35.83,278.84,3877.934,1.144,1.212,1,84,8.005,1280,121.975,62,5.908,1412,134.553
CZE,Europe,Czechia,8/9/2022,10493990,4311430,4198,2838.429,40710,15,13,410847.542,400.038,270.481,3879.363,1.429,1.239,0.99,82,7.814,1211,115.399,60,5.718,1362,129.789
CZE,Europe,Czechia,8/10/2022,10493990,4314868,3438,2714.429,40719,9,11.714,411175.158,327.616,258.665,3880.221,0.858,1.116,1.01,76,7.242,1223,116.543,62,5.908,1409,134.267
CZE,Europe,Czechia,8/11/2022,10493990,4318015,3147,2634.857,40731,12,12.143,411475.044,299.886,251.082,3881.364,1.144,1.157,1.01,76,7.242,1173,111.778,65,6.194,1378,131.313
CZE,Europe,Czechia,8/12/2022,10493990,4320709,2694,2583.286,40743,12,11.714,411731.763,256.718,246.168,3882.508,1.144,1.116,1.01,73,6.956,1155,110.063,63,6.003,1349,128.55
CZE,Europe,Czechia,8/13/2022,10493990,4323847,3138,2537.571,40755,12,12,412030.791,299.028,241.812,3883.651,1.144,1.144,1,72,6.861,1034,98.533,67,6.385,1354,129.026
CZE,Europe,Czechia,8/14/2022,10493990,4324672,825,2545.143,40766,11,11.857,412109.407,78.616,242.533,3884.7,1.048,1.13,1,70,6.67,1050,100.057,66,6.289,1338,127.502
CZE,Europe,Czechia,8/15/2022,10493990,4325038,366,2543.714,40777,11,11.714,412144.284,34.877,242.397,3885.748,1.048,1.116,1,75,7.147,1196,113.97,72,6.861,1307,124.547
CZE,Europe,Czechia,8/16/2022,10493990,4329099,4061,2524.143,40785,8,10.714,412531.268,386.983,240.532,3886.51,0.762,1.021,0.99,70,6.67,1114,106.156,73,6.956,1306,124.452
CZE,Europe,Czechia,8/17/2022,10493990,4333125,4026,2608.143,40792,7,10.429,412914.916,383.648,248.537,3887.177,0.667,0.994,0.98,68,6.48,1105,105.298,72,6.861,1261,120.164
CZE,Europe,Czechia,8/18/2022,10493990,4336531,3406,2645.143,40807,15,10.857,413239.483,324.567,252.063,3888.607,1.429,1.035,0.97,63,6.003,1036,98.723,71,6.766,1226,116.829
CZE,Europe,Czechia,8/19/2022,10493990,4339249,2718,2648.571,40826,19,11.857,413498.488,259.005,252.389,3890.417,1.811,1.13,0.97,69,6.575,1047,99.771,76,7.242,1205,114.828
CZE,Europe,Czechia,8/20/2022,10493990,4342268,3019,2631.571,40843,17,12.571,413786.177,287.688,250.769,3892.037,1.62,1.198,0.96,63,6.003,906,86.335,69,6.575,1189,113.303
CZE,Europe,Czechia,8/21/2022,10493990,4342939,671,2609.571,40853,10,12.429,413850.118,63.941,248.673,3892.99,0.953,1.184,0.96,67,6.385,901,85.859,71,6.766,1165,111.016
CZE,Europe,Czechia,8/22/2022,10493990,4343230,291,2598.857,40868,15,13,413877.848,27.73,247.652,3894.42,1.429,1.239,0.96,72,6.861,1004,95.674,68,6.48,1108,105.584
