iso_code,continent,location,date,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
ECU,South America,Ecuador,2/15/2022,2464122.0,8267.0,138.451,0.464,6893.0,0.387,0.569,1.8,people tested,31037001.0,14725195.0,13455304.0,3402920.0,96702.0,71954.0,172.42,81.8,74.75,18.9,3997.0,3974.0,0.022,41.85,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/16/2022,2472719.0,8597.0,138.934,0.483,6394.0,0.359,0.534,1.9,people tested,31141956.0,14729705.0,13465195.0,3493933.0,104955.0,75069.0,173.0,81.83,74.8,19.41,4170.0,3729.0,0.021,41.83,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/17/2022,2479202.0,6483.0,139.299,0.364,6090.0,0.342,0.51,2.0,people tested,31244217.0,14733827.0,13474627.0,3583130.0,102261.0,77703.0,173.57,81.85,74.85,19.91,4317.0,3547.0,0.02,41.82,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/18/2022,2486700.0,7498.0,139.72,0.421,6263.0,0.352,0.491,2.0,people tested,31359682.0,14737783.0,13483719.0,3685954.0,115465.0,81410.0,174.21,81.87,74.91,20.48,4523.0,3412.0,0.019,41.81,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/19/2022,2489727.0,3027.0,139.89,0.17,6154.0,0.346,0.482,2.1,people tested,31415784.0,14739221.0,13486870.0,3737592.0,56102.0,83814.0,174.52,81.88,74.92,20.76,4656.0,3385.0,0.019,41.8,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/20/2022,2491215.0,1488.0,139.974,0.084,6071.0,0.341,0.476,2.1,people tested,31449713.0,14740119.0,13488731.0,3768872.0,33929.0,84624.0,174.71,81.88,74.93,20.94,4701.0,3357.0,0.019,41.8,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/21/2022,2497542.0,6327.0,140.329,0.355,5955.0,0.335,0.453,2.2,people tested,31557975.0,14745864.0,13500734.0,3859768.0,108262.0,88239.0,175.31,81.92,75.0,21.44,4902.0,3574.0,0.02,39.35,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/22/2022,2502959.0,5417.0,140.634,0.304,5548.0,0.312,0.419,2.4,people tested,31670480.0,14753523.0,13517813.0,3947920.0,112505.0,90497.0,175.94,81.96,75.09,21.93,5027.0,4047.0,0.022,39.32,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/23/2022,2509214.0,6255.0,140.985,0.351,5214.0,0.293,0.411,2.4,people tested,31772830.0,14761254.0,13535095.0,4025695.0,102350.0,90125.0,176.51,82.0,75.19,22.36,5007.0,4507.0,0.025,39.29,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/24/2022,2515184.0,5970.0,141.32,0.335,5140.0,0.289,0.396,2.5,people tested,31865163.0,14768005.0,13550482.0,4096278.0,92333.0,88707.0,177.02,82.04,75.28,22.76,4928.0,4883.0,0.027,39.26,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/25/2022,2521203.0,6019.0,141.659,0.338,4929.0,0.277,0.378,2.6,people tested,31940171.0,14772986.0,13561581.0,4155506.0,75008.0,82927.0,177.44,82.07,75.34,23.08,4607.0,5029.0,0.028,39.24,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/26/2022,2523240.0,2037.0,141.773,0.114,4788.0,0.269,0.374,2.7,people tested,31963953.0,14773737.0,13563271.0,4176915.0,23782.0,78310.0,177.57,82.07,75.35,23.2,4350.0,4931.0,0.027,39.24,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/27/2022,2524296.0,1056.0,141.832,0.059,4726.0,0.266,0.37,2.7,people tested,31975887.0,14774084.0,13564008.0,4187803.0,11934.0,75168.0,177.63,82.07,75.35,23.26,4176.0,4852.0,0.027,39.24,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/28/2022,2525717.0,1421.0,141.912,0.08,4025.0,0.226,0.357,2.8,people tested,31989116.0,14774659.0,13565023.0,4199479.0,13229.0,61592.0,177.71,82.08,75.36,23.33,3422.0,4114.0,0.023,39.24,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/1/2022,2527287.0,1570.0,142.0,0.088,3475.0,0.195,0.357,2.8,people tested,31996832.0,14774852.0,13565454.0,4206584.0,7716.0,46622.0,177.75,82.08,75.36,23.37,2590.0,3047.0,0.017,39.24,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/2/2022,2534499.0,7212.0,142.406,0.405,3612.0,0.203,0.334,3.0,people tested,32059388.0,14778122.0,13573417.0,4258106.0,62556.0,40937.0,178.1,82.1,75.4,23.65,2274.0,2410.0,0.013,39.22,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/3/2022,2541547.0,7048.0,142.802,0.396,3766.0,0.212,0.33,3.0,people tested,32131368.0,14782089.0,13583056.0,4316743.0,71980.0,38029.0,178.5,82.12,75.46,23.98,2113.0,2012.0,0.011,39.21,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/4/2022,2548125.0,6578.0,143.171,0.37,3846.0,0.216,0.33,3.0,people tested,32210298.0,14786115.0,13592871.0,4382130.0,78930.0,38590.0,178.94,82.14,75.51,24.34,2144.0,1876.0,0.01,39.19,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/5/2022,2550501.0,2376.0,143.305,0.134,3894.0,0.219,0.336,3.0,people tested,32244231.0,14787129.0,13595355.0,4412659.0,33933.0,40040.0,179.12,82.15,75.53,24.51,2224.0,1913.0,0.011,39.18,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/6/2022,2551720.0,1219.0,143.373,0.068,3918.0,0.22,0.334,3.0,people tested,32269789.0,14787910.0,13596989.0,4435855.0,25558.0,41986.0,179.27,82.15,75.53,24.64,2332.0,1975.0,0.011,39.18,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/7/2022,2556907.0,5187.0,143.665,0.291,4456.0,0.25,0.336,3.0,people tested,32337184.0,14791669.0,13605769.0,4491007.0,67395.0,49724.0,179.64,82.17,75.58,24.95,2762.0,2430.0,0.013,39.17,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/8/2022,2562716.0,5809.0,143.991,0.326,5061.0,0.284,0.331,3.0,people tested,32402150.0,14795402.0,13614537.0,4543716.0,64966.0,57903.0,180.0,82.19,75.63,25.24,3217.0,2936.0,0.016,39.15,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/9/2022,2567821.0,5105.0,144.278,0.287,4760.0,0.267,0.325,3.1,people tested,32465596.0,14798926.0,13622625.0,4595796.0,63446.0,58030.0,180.35,82.21,75.68,25.53,3224.0,2972.0,0.017,39.14,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/10/2022,2573708.0,5887.0,144.609,0.331,4594.0,0.258,0.309,3.2,people tested,32547669.0,14806118.0,13640319.0,4653495.0,82073.0,59472.0,180.81,82.25,75.78,25.85,3304.0,3433.0,0.019,39.1,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/11/2022,2577631.0,3923.0,144.829,0.22,4215.0,0.237,0.288,3.5,people tested,32609652.0,14809167.0,13646969.0,4706019.0,61983.0,57051.0,181.15,82.27,75.81,26.14,3169.0,3293.0,0.018,39.1,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/12/2022,2579024.0,1393.0,144.907,0.078,4075.0,0.229,0.274,3.6,people tested,32640891.0,14810181.0,13649037.0,4734218.0,31239.0,56666.0,181.33,82.27,75.82,26.3,3148.0,3293.0,0.018,39.09,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/13/2022,2579991.0,967.0,144.962,0.054,4039.0,0.227,0.274,3.6,people tested,32658435.0,14810687.0,13650230.0,4750101.0,17544.0,55521.0,181.43,82.28,75.83,26.39,3084.0,3254.0,0.018,39.09,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/14/2022,2584491.0,4500.0,145.215,0.253,3941.0,0.221,0.254,3.9,people tested,32710303.0,14813590.0,13656578.0,4792972.0,51868.0,53303.0,181.71,82.29,75.87,26.63,2961.0,3132.0,0.017,39.08,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/15/2022,2590807.0,6316.0,145.569,0.355,4013.0,0.225,0.234,4.3,people tested,32761565.0,14816661.0,13663158.0,4834824.0,51262.0,51345.0,182.0,82.31,75.9,26.86,2852.0,3037.0,0.017,39.07,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/16/2022,2595194.0,4387.0,145.816,0.246,3910.0,0.22,0.213,4.7,people tested,32813123.0,14819542.0,13669308.0,4877560.0,51558.0,49647.0,182.28,82.33,75.94,27.1,2758.0,2945.0,0.016,39.05,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/17/2022,2598716.0,3522.0,146.014,0.198,3573.0,0.201,0.198,5.1,people tested,32868137.0,14822468.0,13675442.0,4923705.0,55014.0,45781.0,182.59,82.34,75.97,27.35,2543.0,2336.0,0.013,29.9,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/18/2022,2602908.0,4192.0,146.249,0.236,3611.0,0.203,0.185,5.4,people tested,32922242.0,14825147.0,13680886.0,4969852.0,54105.0,44656.0,182.89,82.36,76.0,27.61,2481.0,2283.0,0.013,29.88,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/19/2022,2603939.0,1031.0,146.307,0.058,3559.0,0.2,0.186,5.4,people tested,32938768.0,14825781.0,13682255.0,4984429.0,16526.0,42554.0,182.98,82.36,76.01,27.69,2364.0,2229.0,0.012,29.88,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/20/2022,2605088.0,1149.0,146.372,0.065,3585.0,0.201,0.181,5.5,people tested,32965660.0,14826497.0,13683759.0,5009139.0,26892.0,43889.0,183.13,82.36,76.02,27.83,2438.0,2259.0,0.013,29.88,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/21/2022,2610290.0,5202.0,146.664,0.292,3686.0,0.207,0.158,6.3,people tested,33005014.0,14828646.0,13688859.0,5041457.0,39354.0,42102.0,183.35,82.38,76.04,28.01,2339.0,2151.0,0.012,29.87,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/22/2022,2614413.0,4123.0,146.896,0.232,3372.0,0.189,0.133,7.5,people tested,33040342.0,14829339.0,13691186.0,5073944.0,35328.0,39825.0,183.55,82.38,76.06,28.19,2212.0,1811.0,0.01,29.86,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/23/2022,2621582.0,7169.0,147.299,0.403,3770.0,0.212,0.134,7.5,people tested,33080633.0,14831598.0,13697506.0,5105849.0,40291.0,38216.0,183.77,82.39,76.09,28.36,2123.0,1722.0,0.01,29.85,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/24/2022,2626789.0,5207.0,147.591,0.293,4010.0,0.225,0.138,7.2,people tested,33114842.0,14833724.0,13703115.0,5132502.0,34209.0,35244.0,183.96,82.4,76.12,28.51,1958.0,1608.0,0.009,29.83,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/25/2022,2633037.0,6248.0,147.942,0.351,4304.0,0.242,0.16,6.2,people tested,33149713.0,14835664.0,13708619.0,5160121.0,34871.0,32496.0,184.15,82.42,76.15,28.67,1805.0,1502.0,0.008,29.82,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/26/2022,2633932.0,895.0,147.993,0.05,4285.0,0.241,0.164,6.1,people tested,33165706.0,14836133.0,13709968.0,5174354.0,15993.0,32420.0,184.24,82.42,76.16,28.74,1801.0,1479.0,0.008,29.82,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/27/2022,2635237.0,1305.0,148.066,0.073,4307.0,0.242,0.164,6.1,people tested,33174440.0,14836406.0,13710693.0,5182118.0,8734.0,29826.0,184.29,82.42,76.17,28.79,1657.0,1416.0,0.008,29.81,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/28/2022,2640619.0,5382.0,148.368,0.302,4333.0,0.243,0.166,6.0,people tested,33206162.0,14838375.0,13715318.0,5207406.0,31722.0,28735.0,184.47,82.43,76.19,28.93,1596.0,1390.0,0.008,29.8,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/29/2022,2644855.0,4236.0,148.606,0.238,4349.0,0.244,0.172,5.8,people tested,33236717.0,14840346.0,13719727.0,5231702.0,30555.0,28054.0,184.64,82.44,76.22,29.06,1558.0,1572.0,0.009,29.79,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/30/2022,2649267.0,4412.0,148.854,0.248,3955.0,0.222,0.174,5.7,people tested,33279161.0,14844186.0,13728482.0,5261747.0,42444.0,28361.0,184.87,82.46,76.27,29.23,1576.0,1798.0,0.01,29.77,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/31/2022,2653010.0,3743.0,149.064,0.21,3746.0,0.21,0.17,5.9,people tested,33311915.0,14846129.0,13732623.0,5288533.0,32754.0,28153.0,185.06,82.47,76.29,29.38,1564.0,1772.0,0.01,29.76,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/5/2022,2665311.0,3990.0,149.756,0.224,2922.0,0.164,0.139,7.2,people tested,33699208.0,15059937.0,13808308.0,5386767.0,98587.0,66070.0,187.21,83.66,76.71,29.92,3670.0,31370.0,0.174,29.58,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/6/2022,2668484.0,3173.0,149.934,0.178,2745.0,0.154,0.127,7.9,people tested,33735199.0,15063303.0,13815061.0,5412786.0,35991.0,65148.0,187.41,83.68,76.75,30.07,3619.0,31302.0,0.174,29.56,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/7/2022,2672426.0,3942.0,150.155,0.221,2774.0,0.156,0.12,8.3,people tested,33767971.0,15066463.0,13821180.0,5436425.0,32772.0,65151.0,187.59,83.7,76.78,30.2,3619.0,31476.0,0.175,29.55,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/8/2022,2678493.0,6067.0,150.496,0.341,3192.0,0.179,0.136,7.4,people tested,33804053.0,15069664.0,13827776.0,5462840.0,36082.0,59994.0,187.79,83.72,76.82,30.35,3333.0,24428.0,0.136,29.53,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/9/2022,2679205.0,712.0,150.536,0.04,3167.0,0.178,0.133,7.5,people tested,33818015.0,15070420.0,13829366.0,5474492.0,13962.0,51678.0,187.87,83.72,76.83,30.41,2871.0,17030.0,0.095,29.52,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/10/2022,2680089.0,884.0,150.586,0.05,3219.0,0.181,0.136,7.4,people tested,33825781.0,15070782.0,13830228.0,5481048.0,7766.0,42477.0,187.91,83.72,76.83,30.45,2360.0,9576.0,0.053,29.52,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/11/2022,2682516.0,2427.0,150.722,0.136,3028.0,0.17,0.128,7.8,people tested,33858666.0,15073398.0,13835716.0,5505928.0,32885.0,36864.0,188.09,83.74,76.86,30.59,2048.0,2443.0,0.014,29.51,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/12/2022,2685527.0,3011.0,150.891,0.169,2888.0,0.162,0.122,8.2,people tested,33895979.0,15076692.0,13841438.0,5534353.0,37313.0,28110.0,188.3,83.75,76.89,30.74,1562.0,2394.0,0.013,29.5,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/13/2022,2688122.0,2595.0,151.037,0.146,2805.0,0.158,0.129,7.8,people tested,33942344.0,15080065.0,13846927.0,5571956.0,46365.0,29592.0,188.56,83.77,76.92,30.95,1644.0,2395.0,0.013,29.48,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/14/2022,2692794.0,4672.0,151.3,0.263,2910.0,0.164,0.13,7.7,people tested,33984542.0,15082956.0,13852163.0,5606116.0,42198.0,30939.0,188.79,83.79,76.95,31.14,1719.0,2356.0,0.013,29.47,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/15/2022,2693895.0,1101.0,151.362,0.062,2200.0,0.124,0.104,9.6,people tested,33989184.0,15083152.0,13852578.0,5610166.0,4642.0,26447.0,188.82,83.79,76.95,31.17,1469.0,1927.0,0.011,29.47,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/16/2022,2694809.0,914.0,151.413,0.051,2229.0,0.125,0.104,9.6,people tested,33997072.0,15083471.0,13853264.0,5617066.0,7888.0,25580.0,188.86,83.79,76.96,31.2,1421.0,1864.0,0.01,29.47,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/17/2022,2695684.0,875.0,151.462,0.049,2228.0,0.125,0.097,10.3,people tested,34002948.0,15083709.0,13853826.0,5622159.0,5876.0,25310.0,188.89,83.79,76.96,31.23,1406.0,1847.0,0.01,29.47,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/18/2022,2699318.0,3634.0,151.666,0.204,2400.0,0.135,0.094,10.6,people tested,34040761.0,15087020.0,13859316.0,5651296.0,37813.0,26014.0,189.1,83.81,76.99,31.39,1445.0,1946.0,0.011,29.45,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/19/2022,2703184.0,3866.0,151.884,0.217,2522.0,0.142,0.093,10.8,people tested,34080446.0,15090661.0,13864999.0,5681779.0,39685.0,26352.0,189.33,83.83,77.02,31.56,1464.0,1996.0,0.011,29.44,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/20/2022,2705858.0,2674.0,152.034,0.15,2534.0,0.142,0.085,11.8,people tested,34117238.0,15093922.0,13869949.0,5710484.0,36792.0,24985.0,189.53,83.85,77.05,31.72,1388.0,1980.0,0.011,29.43,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/21/2022,2709123.0,3265.0,152.217,0.183,2333.0,0.131,0.082,12.2,people tested,34158675.0,15097427.0,13875266.0,5743227.0,41437.0,24876.0,189.76,83.87,77.08,31.91,1382.0,2067.0,0.011,29.41,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/22/2022,2711880.0,2757.0,152.372,0.155,2569.0,0.144,0.08,12.5,people tested,34196405.0,15100602.0,13880344.0,5772786.0,37730.0,29603.0,189.97,83.89,77.11,32.07,1645.0,2493.0,0.014,29.4,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/23/2022,2712427.0,547.0,152.403,0.031,2517.0,0.141,0.08,12.5,people tested,34213998.0,15101763.0,13882180.0,5787419.0,17593.0,30989.0,190.07,83.89,77.12,32.15,1722.0,2613.0,0.015,29.4,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/24/2022,2712916.0,489.0,152.43,0.027,2462.0,0.138,0.081,12.3,people tested,34224001.0,15102282.0,13883165.0,5795938.0,10003.0,31579.0,190.12,83.9,77.12,32.2,1754.0,2653.0,0.015,29.4,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/25/2022,2715636.0,2720.0,152.583,0.153,2331.0,0.131,0.086,11.6,people tested,34269207.0,15106900.0,13889470.0,5830375.0,45206.0,32635.0,190.37,83.92,77.16,32.39,1813.0,2840.0,0.016,29.38,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/26/2022,2718095.0,2459.0,152.721,0.138,2130.0,0.12,0.089,11.2,people tested,34322103.0,15111813.0,13896078.0,5871860.0,52896.0,34522.0,190.67,83.95,77.2,32.62,1918.0,3022.0,0.017,29.36,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/27/2022,2720826.0,2731.0,152.875,0.153,2138.0,0.12,0.094,10.6,people tested,34374992.0,15116652.0,13902367.0,5913752.0,52889.0,36822.0,190.96,83.98,77.23,32.85,2046.0,3247.0,0.018,29.35,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/28/2022,2723885.0,3059.0,153.047,0.172,2109.0,0.118,0.095,10.5,people tested,34424185.0,15121324.0,13908549.0,5952226.0,49193.0,37930.0,191.23,84.0,77.27,33.07,2107.0,3414.0,0.019,29.33,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/29/2022,2726895.0,3010.0,153.216,0.169,2145.0,0.121,0.098,10.2,people tested,34475610.0,15125704.0,13914466.0,5993482.0,51425.0,39886.0,191.52,84.03,77.3,33.3,2216.0,3586.0,0.02,29.32,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/30/2022,2727362.0,467.0,153.242,0.026,2134.0,0.12,0.1,10.0,people tested,34491005.0,15126559.0,13915736.0,6006789.0,15395.0,39572.0,191.61,84.03,77.31,33.37,2198.0,3542.0,0.02,29.31,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,5/1/2022,2727817.0,455.0,153.268,0.026,2129.0,0.12,0.106,9.4,people tested,34496511.0,15126813.0,13916146.0,6011651.0,5506.0,38930.0,191.64,84.03,77.31,33.4,2163.0,3504.0,0.019,29.31,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,5/2/2022,2728366.0,549.0,153.298,0.031,1819.0,0.102,0.109,9.2,people tested,34500604.0,15127020.0,13916443.0,6015247.0,4093.0,33057.0,191.66,84.03,77.31,33.42,1836.0,2874.0,0.016,29.31,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
