iso_code,continent,location,date,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
BGD,Asia,Bangladesh,1/15/2022,11833475.0,24028.0,69.873,0.142,26044.0,0.154,0.1112,9.0,tests performed,141669487.0,85287956.0,56191252.0,190279.0,2321483.0,1457375.0,82.76,49.82,32.82,0.11,8513.0,1115423.0,0.652,57.41,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,1/16/2022,11862780.0,29305.0,70.046,0.173,27090.0,0.16,0.1266,7.9,tests performed,144171163.0,87092079.0,56481969.0,597115.0,2501676.0,1696220.0,84.22,50.88,32.99,0.35,9909.0,1317705.0,0.77,57.41,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,1/17/2022,11894760.0,31980.0,70.235,0.189,27924.0,0.165,0.1456,6.9,tests performed,147090808.0,89310521.0,57039215.0,741072.0,2919645.0,1994776.0,85.92,52.17,33.32,0.43,11653.0,1579175.0,0.922,57.41,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,1/18/2022,11929814.0,35054.0,70.442,0.207,29017.0,0.171,0.1694,5.9,tests performed,148552776.0,90391838.0,57363038.0,797900.0,1461968.0,1885709.0,86.78,52.8,33.51,0.47,11016.0,1462460.0,0.854,57.41,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,1/19/2022,11967644.0,37830.0,70.665,0.223,30855.0,0.182,0.1898,5.3,tests performed,149871251.0,91322538.0,57675272.0,873441.0,1318475.0,1756143.0,87.55,53.35,33.69,0.51,10259.0,1324230.0,0.774,57.41,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,1/20/2022,12008936.0,41292.0,70.909,0.244,32766.0,0.193,0.2115,4.7,tests performed,151390044.0,92426233.0,58005259.0,958552.0,1518793.0,1846702.0,88.44,53.99,33.88,0.56,10788.0,1379499.0,0.806,57.41,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,1/25/2022,12213534.0,49492.0,72.117,0.292,40531.0,0.239,0.2933,3.4,tests performed,155002117.0,94703296.0,59108539.0,1190282.0,1119638.0,921334.0,90.55,55.32,34.53,0.7,5382.0,615923.0,0.36,64.81,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,1/26/2022,12262607.0,49073.0,72.407,0.29,42138.0,0.249,0.3025,3.3,tests performed,156416604.0,95440321.0,59711538.0,1264745.0,1414487.0,935050.0,91.37,55.75,34.88,0.74,5462.0,588255.0,0.344,64.81,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2/19/2022,13184817.0,24698.0,77.853,0.146,31563.0,0.186,0.1198,8.3,tests performed,182357027.0,102503628.0,76750335.0,3103064.0,3913910.0,1379994.0,106.53,59.88,44.83,1.81,8061.0,375333.0,0.219,53.7,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,3/7/2022,13548305.0,20009.0,79.999,0.118,20802.0,0.123,0.0283,35.3,tests performed,217266600.0,125588721.0,87310746.0,4367133.0,1467914.0,1046971.0,126.92,73.36,51.0,2.55,6116.0,414127.0,0.242,16.67,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,3/8/2022,13568269.0,19964.0,80.117,0.118,20251.0,0.12,0.0266,37.6,tests performed,217946936.0,125881775.0,87795353.0,4455367.0,680336.0,1004617.0,127.32,73.53,51.29,2.6,5869.0,393457.0,0.23,16.67,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,3/9/2022,13584639.0,16370.0,80.213,0.097,19345.0,0.114,0.0248,40.3,tests performed,218480394.0,125957830.0,88169891.0,4538232.0,533458.0,941280.0,127.63,73.58,51.51,2.65,5499.0,341786.0,0.2,16.67,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,3/10/2022,13601742.0,17103.0,80.314,0.101,18562.0,0.11,0.0233,42.8,tests performed,219085724.0,126034012.0,88604615.0,4632656.0,605330.0,888211.0,127.98,73.62,51.76,2.71,5189.0,290134.0,0.169,13.89,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,3/13/2022,13639092.0,12366.0,80.535,0.073,15828.0,0.093,0.02,49.9,tests performed,220410542.0,126228916.0,89486205.0,4886043.0,637725.0,658837.0,128.75,73.74,52.27,2.85,3849.0,130371.0,0.076,13.89,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,3/14/2022,13652759.0,13667.0,80.616,0.081,14922.0,0.088,0.0194,51.6,tests performed,221114648.0,126309868.0,89929734.0,5066251.0,704106.0,549721.0,129.17,73.79,52.53,2.96,3211.0,103021.0,0.06,13.89,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,3/21/2022,13663658.0,10899.0,80.68,0.064,1557.0,0.009,0.0918,10.9,tests performed,225478918.0,126783997.0,92411384.0,6478975.0,1081664.0,623467.0,131.72,74.06,53.98,3.78,3642.0,67733.0,0.04,13.89,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,3/24/2022,13675769.0,12111.0,80.751,0.072,2620.0,0.015,0.039,25.7,tests performed,229224717.0,127058156.0,94960101.0,7405978.0,1367489.0,903538.0,133.9,74.22,55.47,4.33,5278.0,76430.0,0.045,13.89,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,3/28/2022,13685166.0,9397.0,80.807,0.055,3073.0,0.018,0.0297,33.7,tests performed,238459012.0,127365973.0,103130478.0,8164211.0,7038358.0,1854299.0,139.3,74.4,60.24,4.77,10832.0,83139.0,0.049,13.89,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,4/7/2022,13706410.0,6744.0,80.932,0.04,2241.0,0.013,0.0236,42.4,tests performed,253352758.0,128371194.0,114744661.0,10447226.0,333014.0,719041.0,148.0,74.99,67.03,6.1,4200.0,70154.0,0.041,13.89,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,4/18/2022,13722551.0,4193.0,81.028,0.025,1317.0,0.008,0.0274,36.4,tests performed,255597907.0,128628475.0,115666598.0,11515635.0,494915.0,195724.0,149.31,75.14,67.57,6.73,1143.0,24568.0,0.014,13.89,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,5/11/2022,13755893.0,7490.0,81.225,0.044,1949.0,0.012,0.0106,94.1,tests performed,258521352.0,128838557.0,116692702.0,13208517.0,360522.0,122335.0,151.02,75.26,68.17,7.72,715.0,8440.0,0.005,13.89,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,5/29/2022,13778119.0,5055.0,81.356,0.03,1515.0,0.009,0.0202,49.6,tests performed,261364230.0,129000128.0,117565106.0,15039802.0,180440.0,149310.0,152.68,75.36,68.68,8.79,872.0,7820.0,0.005,13.89,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,6/22/2022,13820904.0,8536.0,81.608,0.05,2366.0,0.014,0.2761,3.6,tests performed,276136881.0,129277282.0,118841807.0,28328685.0,458625.0,191580.0,161.31,75.52,69.42,16.55,1119.0,12605.0,0.007,13.89,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
COL,South America,Colombia,12/18/2021,28861389.0,34002.0,560.235,0.66,47366.0,0.919,0.051,19.6,tests performed,62523818.0,37836418.0,27199605.0,2677561.0,207004.0,270544.0,120.53,72.94,52.43,5.16,5215.0,159672.0,0.308,49.9,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,12/19/2021,28899902.0,38513.0,560.983,0.748,47536.0,0.923,0.052,19.2,tests performed,62637834.0,37866509.0,27266477.0,2701928.0,114016.0,265072.0,120.75,73.0,52.56,5.21,5110.0,141160.0,0.272,49.87,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,12/27/2021,29294006.0,38507.0,568.633,0.747,49187.0,0.955,0.081,12.3,tests performed,63992507.0,38194138.0,27992589.0,3081896.0,238801.0,154674.0,123.36,73.63,53.96,5.94,2982.0,37224.0,0.072,49.55,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,12/30/2021,29507474.0,85889.0,572.776,1.667,57085.0,1.108,0.122,8.2,tests performed,64634652.0,38340760.0,28297817.0,3305086.0,185590.0,150649.0,124.6,73.91,54.55,6.37,2904.0,34661.0,0.067,49.41,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,12/31/2021,29564153.0,56679.0,573.877,1.1,56263.0,1.092,0.135,7.4,tests performed,64690489.0,38353097.0,28323837.0,3324832.0,55837.0,140568.0,124.71,73.94,54.6,6.41,2710.0,32074.0,0.062,49.4,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,1/3/2022,29754578.0,48971.0,577.573,0.951,65796.0,1.277,0.179,5.6,tests performed,64986015.0,38420325.0,28463323.0,3429374.0,247493.0,141930.0,125.28,74.06,54.87,6.61,2736.0,32312.0,0.062,49.34,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,1/4/2022,29831221.0,76643.0,579.061,1.488,68488.0,1.329,0.197,5.1,tests performed,65271100.0,38488522.0,28600589.0,3522444.0,285085.0,150045.0,125.83,74.2,55.13,6.79,2892.0,34788.0,0.067,49.28,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,1/5/2022,29922299.0,91078.0,580.829,1.768,71531.0,1.389,0.221,4.5,tests performed,65563271.0,38563154.0,28741288.0,3612619.0,292171.0,159173.0,126.39,74.34,55.41,6.96,3068.0,38183.0,0.074,49.21,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,1/6/2022,30018801.0,96502.0,582.702,1.873,73047.0,1.418,0.252,4.0,tests performed,65895507.0,38650089.0,28903827.0,3710208.0,332236.0,180122.0,127.03,74.51,55.72,7.15,3472.0,44190.0,0.085,49.14,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,1/9/2022,30318757.0,105311.0,588.524,2.044,87593.0,1.7,0.318,3.1,tests performed,66546267.0,38818655.0,29217362.0,3912713.0,118990.0,258249.0,128.28,74.83,56.32,7.54,4978.0,65080.0,0.125,49.0,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,1/10/2022,30415061.0,96304.0,590.394,1.869,94355.0,1.832,0.327,3.1,tests performed,66646518.0,38843101.0,29265389.0,3945749.0,100251.0,237215.0,128.48,74.88,56.42,7.61,4573.0,60397.0,0.116,48.98,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,1/11/2022,30527571.0,112510.0,592.578,2.184,99479.0,1.931,0.345,2.9,tests performed,66935960.0,38922281.0,29407178.0,4030813.0,289442.0,237837.0,129.04,75.03,56.69,7.77,4585.0,61966.0,0.119,48.92,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,1/12/2022,30659185.0,131614.0,595.133,2.555,105269.0,2.043,0.357,2.8,tests performed,67269813.0,39009064.0,29556927.0,4145562.0,333853.0,243792.0,129.68,75.2,56.98,7.99,4700.0,63701.0,0.123,48.85,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,1/13/2022,30768565.0,109380.0,597.256,2.123,107109.0,2.079,0.365,2.7,tests performed,67597103.0,39093566.0,29697446.0,4265089.0,327290.0,243085.0,130.31,75.36,57.25,8.22,4686.0,63354.0,0.122,48.79,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,1/14/2022,30873168.0,104603.0,599.286,2.03,104598.0,2.03,0.376,2.7,tests performed,67904417.0,39170383.0,29827683.0,4382955.0,307314.0,249004.0,130.9,75.51,57.5,8.45,4800.0,64316.0,0.124,48.73,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,1/15/2022,30928838.0,55670.0,600.367,1.081,102199.0,1.984,0.381,2.6,tests performed,68156006.0,39227216.0,29932016.0,4485722.0,251589.0,246961.0,131.39,75.62,57.7,8.65,4761.0,62423.0,0.12,48.68,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,1/19/2022,31295971.0,91058.0,607.493,1.768,90969.0,1.766,0.408,2.5,tests performed,69176876.0,39489492.0,30396132.0,4849402.0,295957.0,272438.0,133.36,76.13,58.6,9.35,5252.0,68633.0,0.132,48.47,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,1/24/2022,31676327.0,87483.0,614.877,1.698,80602.0,1.565,0.416,2.4,tests performed,70350747.0,39862563.0,30944953.0,5196394.0,245202.0,250651.0,135.62,76.84,59.65,10.02,4832.0,58530.0,0.113,48.23,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,1/25/2022,31748771.0,72444.0,616.283,1.406,77694.0,1.508,0.415,2.4,tests performed,70595963.0,39949419.0,31062511.0,5263357.0,245216.0,245006.0,136.09,77.01,59.88,10.15,4723.0,68321.0,0.132,48.18,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,1/28/2022,31952688.0,70525.0,620.241,1.369,68447.0,1.329,0.415,2.4,tests performed,71320917.0,40172345.0,31402127.0,5498539.0,230224.0,218780.0,137.49,77.44,60.54,10.6,4218.0,71220.0,0.137,48.02,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,1/29/2022,31991015.0,38327.0,620.985,0.744,67246.0,1.305,0.412,2.4,tests performed,71597387.0,40262427.0,31522344.0,5586501.0,276470.0,235698.0,138.02,77.62,60.77,10.77,4544.0,76919.0,0.148,47.97,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,1/30/2022,32050333.0,59318.0,622.136,1.151,65927.0,1.28,0.407,2.5,tests performed,71700174.0,40286441.0,31568206.0,5626752.0,102787.0,227804.0,138.22,77.66,60.86,10.85,4391.0,73180.0,0.141,47.95,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,1/31/2022,32096717.0,46384.0,623.037,0.9,60056.0,1.166,0.402,2.5,tests performed,71927908.0,40348092.0,31668670.0,5715017.0,227734.0,225309.0,138.66,77.78,61.05,11.02,4343.0,69361.0,0.134,47.91,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,2/1/2022,32155328.0,58611.0,624.175,1.138,58080.0,1.127,0.392,2.6,tests performed,72153729.0,40403140.0,31765969.0,5808639.0,225821.0,222538.0,139.09,77.89,61.24,11.2,4290.0,64817.0,0.125,47.86,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,2/2/2022,32217624.0,62296.0,625.384,1.209,57414.0,1.114,0.376,2.7,tests performed,72614845.0,40499018.0,31957431.0,6018758.0,461116.0,253074.0,139.98,78.07,61.61,11.6,4879.0,67450.0,0.13,47.78,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,2/5/2022,32356921.0,27958.0,628.088,0.543,52272.0,1.015,0.335,3.0,tests performed,73129930.0,40590831.0,32155932.0,6273737.0,203006.0,218935.0,140.98,78.25,61.99,12.09,4221.0,46915.0,0.09,47.69,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,2/6/2022,32399330.0,42409.0,628.911,0.823,49857.0,0.968,0.32,3.1,tests performed,73325312.0,40664129.0,32248330.0,6324522.0,195382.0,232163.0,141.35,78.39,62.17,12.19,4476.0,53955.0,0.104,47.65,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,2/7/2022,32439499.0,40169.0,629.691,0.78,48969.0,0.951,0.306,3.3,tests performed,73549566.0,40706935.0,32331677.0,6438577.0,224254.0,231665.0,141.78,78.47,62.33,12.41,4466.0,51263.0,0.099,47.61,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,2/8/2022,32500421.0,60922.0,630.873,1.183,49299.0,0.957,0.292,3.4,tests performed,73778566.0,40746508.0,32414333.0,6560186.0,229000.0,232120.0,142.23,78.55,62.49,12.65,4475.0,49053.0,0.095,47.57,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,2/9/2022,32542383.0,41962.0,631.688,0.815,46394.0,0.901,0.284,3.5,tests performed,74043064.0,40788751.0,32503403.0,6709409.0,264498.0,204031.0,142.74,78.63,62.66,12.93,3933.0,41390.0,0.08,47.53,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,2/10/2022,32587058.0,44675.0,632.555,0.867,45293.0,0.879,0.265,3.8,tests performed,74290915.0,40830740.0,32586898.0,6846944.0,247851.0,217147.0,143.21,78.71,62.82,13.2,4186.0,43371.0,0.084,47.5,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,2/11/2022,32607499.0,20441.0,632.952,0.397,39791.0,0.772,0.249,4.0,tests performed,74561909.0,40877239.0,32679549.0,6993963.0,270994.0,233569.0,143.74,78.8,63.0,13.48,4503.0,45995.0,0.089,47.46,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,2/12/2022,32631490.0,23991.0,633.417,0.466,39224.0,0.761,0.236,4.2,tests performed,74766645.0,40907085.0,32747871.0,7109363.0,204736.0,233816.0,144.13,78.86,63.13,13.71,4507.0,45179.0,0.087,47.43,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,2/13/2022,32667537.0,36047.0,634.117,0.7,38315.0,0.744,0.226,4.4,tests performed,74852552.0,40918363.0,32775467.0,7160288.0,85907.0,218177.0,144.3,78.88,63.18,13.8,4206.0,36319.0,0.07,47.41,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,2/14/2022,32697181.0,29644.0,634.693,0.575,36812.0,0.715,0.216,4.6,tests performed,75086726.0,40959950.0,32850895.0,7292101.0,234174.0,219594.0,144.75,78.96,63.33,14.06,4233.0,36145.0,0.07,47.38,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,2/15/2022,32732814.0,35633.0,635.384,0.692,33199.0,0.644,0.195,5.1,tests performed,75320803.0,41002546.0,32922693.0,7426279.0,234077.0,220320.0,145.2,79.04,63.47,14.32,4247.0,36577.0,0.071,47.35,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,2/16/2022,32768444.0,35630.0,636.076,0.692,32294.0,0.627,0.18,5.6,tests performed,75533930.0,41039767.0,32991350.0,7547291.0,213127.0,212981.0,145.61,79.11,63.6,14.55,4106.0,35859.0,0.069,47.32,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,2/17/2022,32807426.0,38982.0,636.833,0.757,31481.0,0.611,0.169,5.9,tests performed,75732846.0,41079423.0,33056351.0,7656978.0,198916.0,205990.0,145.99,79.19,63.72,14.76,3971.0,35526.0,0.068,47.29,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,2/20/2022,32892409.0,30984.0,638.482,0.601,32125.0,0.624,0.144,6.9,tests performed,76193263.0,41155481.0,33206412.0,7916114.0,230838.0,191530.0,146.88,79.34,64.01,15.26,3692.0,33874.0,0.065,47.22,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,2/21/2022,32919122.0,26713.0,639.001,0.519,31706.0,0.615,0.136,7.4,tests performed,76367277.0,41186677.0,33260818.0,8015694.0,174014.0,182936.0,147.22,79.4,64.12,15.45,3527.0,32390.0,0.062,47.2,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,2/22/2022,32954825.0,35703.0,639.694,0.693,31716.0,0.616,0.127,7.9,tests performed,76557520.0,41219162.0,33318561.0,8128813.0,190243.0,176674.0,147.58,79.46,64.23,15.67,3406.0,30945.0,0.06,47.17,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,2/23/2022,32988984.0,34159.0,640.357,0.663,31506.0,0.612,0.122,8.2,tests performed,76733198.0,41253498.0,33371543.0,8229013.0,175678.0,171324.0,147.92,79.53,64.33,15.86,3303.0,30533.0,0.059,47.15,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,3/27/2022,33767098.0,25474.0,655.461,0.494,20824.0,0.404,0.02,50.0,tests performed,80573164.0,41940039.0,34730020.0,10228131.0,41567.0,116273.0,155.32,80.85,66.95,19.72,2241.0,24438.0,0.047,39.13,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,3/28/2022,33790938.0,23840.0,655.924,0.463,21095.0,0.409,0.019,52.6,tests performed,80649211.0,41951410.0,34756228.0,10270753.0,76047.0,104996.0,155.47,80.87,67.0,19.8,2024.0,20324.0,0.039,39.12,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,3/29/2022,33814893.0,23955.0,656.389,0.465,22874.0,0.444,0.019,52.6,tests performed,80744778.0,41966456.0,34789381.0,10323806.0,95567.0,96507.0,155.66,80.9,67.07,19.9,1860.0,16734.0,0.032,41.9,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,3/30/2022,33837190.0,22297.0,656.822,0.433,22466.0,0.436,0.018,55.6,tests performed,80853452.0,41984356.0,34827110.0,10382672.0,108674.0,89890.0,155.86,80.94,67.14,20.02,1733.0,13553.0,0.026,41.88,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,4/3/2022,33911412.0,19223.0,658.262,0.373,20616.0,0.4,0.02,50.0,tests performed,81159572.0,42031368.0,34927150.0,10557132.0,31118.0,83773.0,156.46,81.03,67.33,20.35,1615.0,13047.0,0.025,41.84,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,4/4/2022,33931957.0,20545.0,658.661,0.399,20146.0,0.391,0.02,50.0,tests performed,81258280.0,42046235.0,34959180.0,10614388.0,98708.0,87010.0,156.65,81.05,67.39,20.46,1677.0,13546.0,0.026,41.83,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,4/5/2022,33958221.0,26264.0,659.171,0.51,20475.0,0.397,0.02,50.0,tests performed,81346329.0,42059679.0,34988666.0,10664382.0,88049.0,85936.0,156.82,81.08,67.45,20.56,1657.0,13318.0,0.026,41.82,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
COL,South America,Colombia,4/6/2022,33986137.0,27916.0,659.713,0.542,21278.0,0.413,0.021,47.6,tests performed,81433240.0,42072984.0,35016472.0,10714600.0,86911.0,82827.0,156.98,81.11,67.5,20.66,1597.0,12661.0,0.024,41.81,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
